ranked_id	hap	fit	model	N_max	r/s
H000	101011011100101	1.0	poly	2	1.0523681269695844
H001	101000011100101	0.8240068247013503	poly	2	1.0523681269695844
H002	110011010100010	0.7937535676167289	poly	2	1.0523681269695844
H003	111000011100100	0.7761453989405375	poly	2	1.0523681269695844
H004	110001010100011	0.7617380120385712	poly	2	1.0523681269695844
H005	101010011101101	0.7498558078071801	poly	2	1.0523681269695844
H006	010110010100001	0.7392504741341074	poly	2	1.0523681269695844
H007	110010011000010	0.730509671069748	poly	2	1.0523681269695844
H008	001011000100010	0.7223097901404062	poly	2	1.0523681269695844
H009	101100000000100	0.7141987810961016	poly	2	1.0523681269695844
H010	110101011001011	0.70733606238105	poly	2	1.0523681269695844
H011	101010001101110	0.7010318826872083	poly	2	1.0523681269695844
H012	000001001101101	0.6947853566447553	poly	2	1.0523681269695844
H013	000111001100110	0.688534949466677	poly	2	1.0523681269695844
H014	010101001110101	0.6827832957801573	poly	2	1.0523681269695844
H015	100001010010001	0.6771913715508999	poly	2	1.0523681269695844
H016	000001010000100	0.6722443480996859	poly	2	1.0523681269695844
H017	100011001001001	0.6675796484331195	poly	2	1.0523681269695844
H018	000011001011010	0.6626579766480619	poly	2	1.0523681269695844
H019	110100001100110	0.6582524143546966	poly	2	1.0523681269695844
H020	110010011001111	0.653737502751551	poly	2	1.0523681269695844
H021	001100000101111	0.6491082817505058	poly	2	1.0523681269695844
H022	100000000010000	0.6448623862706804	poly	2	1.0523681269695844
H023	001000000100010	0.6405707652058702	poly	2	1.0523681269695844
H024	101000111110100	0.6358037896935523	poly	2	1.0523681269695844
H025	100001111000001	0.6314550944025177	poly	2	1.0523681269695844
H026	010110001110101	0.6273849927058177	poly	2	1.0523681269695844
H027	010101010010100	0.6232469906272194	poly	2	1.0523681269695844
H028	010010001010001	0.6191790834352593	poly	2	1.0523681269695844
H029	000000000010000	0.6153019370458518	poly	2	1.0523681269695844
H030	000010001110011	0.6115350943093636	poly	2	1.0523681269695844
H031	010001010111111	0.6076757998982254	poly	2	1.0523681269695844
H032	111101010000011	0.6037052504351708	poly	2	1.0523681269695844
H033	010101100110001	0.600062677311736	poly	2	1.0523681269695844
H034	010000010000111	0.5964144944066855	poly	2	1.0523681269695844
H035	110100111101001	0.5929667456895131	poly	2	1.0523681269695844
H036	110110011111001	0.5894212362524966	poly	2	1.0523681269695844
H037	001000010001101	0.585619617671189	poly	2	1.0523681269695844
H038	110110010010001	0.5817741752071417	poly	2	1.0523681269695844
H039	010111000001011	0.5782388410146998	poly	2	1.0523681269695844
H040	001101010101110	0.5744473821569276	poly	2	1.0523681269695844
H041	100010001011100	0.5707101898596588	poly	2	1.0523681269695844
H042	101101010111101	0.5672207632040095	poly	2	1.0523681269695844
H043	101000010001100	0.5636281027643644	poly	2	1.0523681269695844
H044	001011010011001	0.5599286125076539	poly	2	1.0523681269695844
H045	100100000011101	0.5566277507414882	poly	2	1.0523681269695844
H046	110110111101100	0.5530235628942265	poly	2	1.0523681269695844
H047	010000101100100	0.5496403382288204	poly	2	1.0523681269695844
H048	011110001001010	0.5460186941574094	poly	2	1.0523681269695844
H049	000110100110000	0.5423781371372871	poly	2	1.0523681269695844
H050	001101001111110	0.5387175923832049	poly	2	1.0523681269695844
H051	001011011111110	0.5351442676297827	poly	2	1.0523681269695844
H052	001101110100101	0.5313113272007226	poly	2	1.0523681269695844
H053	100100101010100	0.5279299063986932	poly	2	1.0523681269695844
H054	010000111100101	0.524131187297721	poly	2	1.0523681269695844
H055	011001111100100	0.5204666576386106	poly	2	1.0523681269695844
H056	000100000111111	0.5168913878843214	poly	2	1.0523681269695844
H057	101110101110000	0.5129974104595729	poly	2	1.0523681269695844
H058	000100010001110	0.5094314139554151	poly	2	1.0523681269695844
H059	000100100000010	0.5057800850397335	poly	2	1.0523681269695844
H060	010001111111110	0.5023486027747067	poly	2	1.0523681269695844
H061	111010010011001	0.49848613080145243	poly	2	1.0523681269695844
H062	101111000111100	0.49482094110688396	poly	2	1.0523681269695844
H063	011010100000011	0.49090520951880595	poly	2	1.0523681269695844
H064	001000011111111	0.48683485531896625	poly	2	1.0523681269695844
H065	010110110100110	0.48325261358975435	poly	2	1.0523681269695844
H066	101111010001011	0.47922926906621677	poly	2	1.0523681269695844
H067	111001111011010	0.47554641581006085	poly	2	1.0523681269695844
H068	111110110101100	0.4714497516990798	poly	2	1.0523681269695844
H069	001000100010100	0.4675369211300147	poly	2	1.0523681269695844
H070	011001100000110	0.4632892308886244	poly	2	1.0523681269695844
H071	000110111010011	0.45885413020331767	poly	2	1.0523681269695844
H072	101111011011001	0.45484361488352215	poly	2	1.0523681269695844
H073	101101011011110	0.45060106858915405	poly	2	1.0523681269695844
H074	100001110010011	0.44642232563819867	poly	2	1.0523681269695844
H075	110111111001111	0.44206755945063086	poly	2	1.0523681269695844
H076	011001110111001	0.43800572492544665	poly	2	1.0523681269695844
H077	111010100111100	0.4336057161077786	poly	2	1.0523681269695844
H078	011100110110100	0.4292135268115199	poly	2	1.0523681269695844
H079	110111011011111	0.4244772396532617	poly	2	1.0523681269695844
H080	100100101111110	0.4195398606614989	poly	2	1.0523681269695844
H081	110010010011011	0.4141964057994608	poly	2	1.0523681269695844
H082	001001111001011	0.4091699057322886	poly	2	1.0523681269695844
H083	010011101111100	0.40369574219907445	poly	2	1.0523681269695844
H084	010101100101100	0.3983632773424939	poly	2	1.0523681269695844
H085	011110101101000	0.392629649321584	poly	2	1.0523681269695844
H086	101100001011110	0.3865375410021694	poly	2	1.0523681269695844
H087	001010110010001	0.37965928058911674	poly	2	1.0523681269695844
H088	111100100101010	0.37333586536646535	poly	2	1.0523681269695844
H089	001111100101010	0.3665451523625491	poly	2	1.0523681269695844
H090	101100111110111	0.35877123849139936	poly	2	1.0523681269695844
H091	011010100110011	0.35020293834966226	poly	2	1.0523681269695844
H092	000110100111111	0.3411151572660601	poly	2	1.0523681269695844
H093	001100111111100	0.331418548899341	poly	2	1.0523681269695844
H094	001111100111100	0.3201515584982702	poly	2	1.0523681269695844
H095	001000110011100	0.30721127201801296	poly	2	1.0523681269695844
H096	100101110111011	0.2924658339709585	poly	2	1.0523681269695844
H097	010111101111111	0.27483460706923	poly	2	1.0523681269695844
H098	111111110011000	0.2502881175144997	poly	2	1.0523681269695844
H099	001110101011111	0.2137881733489786	poly	2	1.0523681269695844
