tag	id	haplotype	fitness	fit_norm	local_peak	global_peak	N	K
nk-8	H0000	0000000000	0.494977	0.500937	0	0	10	8
nk-8	H0001	0000000001	0.517103	0.541969	0	0	10	8
nk-8	H0002	0000000010	0.327155	0.189719	0	0	10	8
nk-8	H0003	0000000011	0.389384	0.305119	0	0	10	8
nk-8	H0004	0000000100	0.516774	0.541359	0	0	10	8
nk-8	H0005	0000000101	0.447743	0.413344	0	0	10	8
nk-8	H0006	0000000110	0.628871	0.749237	1	0	10	8
nk-8	H0007	0000000111	0.522709	0.552366	0	0	10	8
nk-8	H0008	0000001000	0.495139	0.501238	0	0	10	8
nk-8	H0009	0000001001	0.503419	0.516592	0	0	10	8
nk-8	H0010	0000001010	0.397281	0.319765	0	0	10	8
nk-8	H0011	0000001011	0.497849	0.506262	0	0	10	8
nk-8	H0012	0000001100	0.661056	0.808924	1	0	10	8
nk-8	H0013	0000001101	0.569327	0.638816	0	0	10	8
nk-8	H0014	0000001110	0.424383	0.370024	0	0	10	8
nk-8	H0015	0000001111	0.497470	0.505560	0	0	10	8
nk-8	H0016	0000010000	0.422776	0.367044	0	0	10	8
nk-8	H0017	0000010001	0.554404	0.611141	0	0	10	8
nk-8	H0018	0000010010	0.467069	0.449184	0	0	10	8
nk-8	H0019	0000010011	0.547259	0.597893	0	0	10	8
nk-8	H0020	0000010100	0.437130	0.393663	0	0	10	8
nk-8	H0021	0000010101	0.420937	0.363634	0	0	10	8
nk-8	H0022	0000010110	0.541880	0.587917	0	0	10	8
nk-8	H0023	0000010111	0.521828	0.550732	0	0	10	8
nk-8	H0024	0000011000	0.463617	0.442782	0	0	10	8
nk-8	H0025	0000011001	0.543516	0.590951	0	0	10	8
nk-8	H0026	0000011010	0.473641	0.461371	0	0	10	8
nk-8	H0027	0000011011	0.675913	0.836476	1	0	10	8
nk-8	H0028	0000011100	0.457781	0.431959	0	0	10	8
nk-8	H0029	0000011101	0.501865	0.513710	0	0	10	8
nk-8	H0030	0000011110	0.371329	0.271637	0	0	10	8
nk-8	H0031	0000011111	0.442255	0.403167	0	0	10	8
nk-8	H0032	0000100000	0.388491	0.303463	0	0	10	8
nk-8	H0033	0000100001	0.503248	0.516275	0	0	10	8
nk-8	H0034	0000100010	0.407808	0.339287	0	0	10	8
nk-8	H0035	0000100011	0.547023	0.597455	0	0	10	8
nk-8	H0036	0000100100	0.511934	0.532384	0	0	10	8
nk-8	H0037	0000100101	0.426653	0.374234	0	0	10	8
nk-8	H0038	0000100110	0.468286	0.451441	0	0	10	8
nk-8	H0039	0000100111	0.636410	0.763218	0	0	10	8
nk-8	H0040	0000101000	0.370734	0.270535	0	0	10	8
nk-8	H0041	0000101001	0.463636	0.442816	0	0	10	8
nk-8	H0042	0000101010	0.496677	0.504090	0	0	10	8
nk-8	H0043	0000101011	0.526903	0.560142	0	0	10	8
nk-8	H0044	0000101100	0.522642	0.552240	0	0	10	8
nk-8	H0045	0000101101	0.558892	0.619464	0	0	10	8
nk-8	H0046	0000101110	0.453379	0.423796	0	0	10	8
nk-8	H0047	0000101111	0.414661	0.351995	0	0	10	8
nk-8	H0048	0000110000	0.354682	0.240766	0	0	10	8
nk-8	H0049	0000110001	0.542597	0.589246	0	0	10	8
nk-8	H0050	0000110010	0.502007	0.513974	0	0	10	8
nk-8	H0051	0000110011	0.371140	0.271287	0	0	10	8
nk-8	H0052	0000110100	0.550321	0.603571	0	0	10	8
nk-8	H0053	0000110101	0.464646	0.444690	0	0	10	8
nk-8	H0054	0000110110	0.555934	0.613980	0	0	10	8
nk-8	H0055	0000110111	0.603568	0.702314	0	0	10	8
nk-8	H0056	0000111000	0.489342	0.490488	0	0	10	8
nk-8	H0057	0000111001	0.530475	0.566767	0	0	10	8
nk-8	H0058	0000111010	0.416371	0.355166	0	0	10	8
nk-8	H0059	0000111011	0.449848	0.417248	0	0	10	8
nk-8	H0060	0000111100	0.439668	0.398369	0	0	10	8
nk-8	H0061	0000111101	0.433990	0.387839	0	0	10	8
nk-8	H0062	0000111110	0.503536	0.516809	0	0	10	8
nk-8	H0063	0000111111	0.526524	0.559439	0	0	10	8
nk-8	H0064	0001000000	0.534298	0.573856	0	0	10	8
nk-8	H0065	0001000001	0.484138	0.480836	0	0	10	8
nk-8	H0066	0001000010	0.415191	0.352977	0	0	10	8
nk-8	H0067	0001000011	0.423801	0.368944	0	0	10	8
nk-8	H0068	0001000100	0.634297	0.759301	1	0	10	8
nk-8	H0069	0001000101	0.529783	0.565483	0	0	10	8
nk-8	H0070	0001000110	0.416758	0.355884	0	0	10	8
nk-8	H0071	0001000111	0.442519	0.403656	0	0	10	8
nk-8	H0072	0001001000	0.546015	0.595585	1	0	10	8
nk-8	H0073	0001001001	0.456290	0.429194	0	0	10	8
nk-8	H0074	0001001010	0.464201	0.443865	0	0	10	8
nk-8	H0075	0001001011	0.369614	0.268456	0	0	10	8
nk-8	H0076	0001001100	0.457723	0.431852	0	0	10	8
nk-8	H0077	0001001101	0.373314	0.275318	0	0	10	8
nk-8	H0078	0001001110	0.323999	0.183866	0	0	10	8
nk-8	H0079	0001001111	0.352600	0.236906	0	0	10	8
nk-8	H0080	0001010000	0.664308	0.814954	1	0	10	8
nk-8	H0081	0001010001	0.520107	0.547539	0	0	10	8
