tag	id	haplotype	fitness	fit_norm	local_peak	global_peak	N	K
nk-9	H0000	0000000000	0.561845	0.633093	0	0	10	9
nk-9	H0001	0000000001	0.570363	0.648582	0	0	10	9
nk-9	H0002	0000000010	0.596743	0.696549	1	0	10	9
nk-9	H0003	0000000011	0.456906	0.442276	0	0	10	9
nk-9	H0004	0000000100	0.584299	0.673923	0	0	10	9
nk-9	H0005	0000000101	0.431730	0.396498	0	0	10	9
nk-9	H0006	0000000110	0.553555	0.618019	0	0	10	9
nk-9	H0007	0000000111	0.514052	0.546189	0	0	10	9
nk-9	H0008	0000001000	0.404730	0.347402	0	0	10	9
nk-9	H0009	0000001001	0.559001	0.627922	0	0	10	9
nk-9	H0010	0000001010	0.443402	0.417721	0	0	10	9
nk-9	H0011	0000001011	0.608658	0.718215	0	0	10	9
nk-9	H0012	0000001100	0.576392	0.659545	0	0	10	9
nk-9	H0013	0000001101	0.521607	0.559926	0	0	10	9
nk-9	H0014	0000001110	0.598610	0.699945	0	0	10	9
nk-9	H0015	0000001111	0.477125	0.479043	0	0	10	9
nk-9	H0016	0000010000	0.458768	0.445662	0	0	10	9
nk-9	H0017	0000010001	0.411509	0.359729	0	0	10	9
nk-9	H0018	0000010010	0.399341	0.337603	0	0	10	9
nk-9	H0019	0000010011	0.459593	0.447162	0	0	10	9
nk-9	H0020	0000010100	0.605157	0.711850	0	0	10	9
nk-9	H0021	0000010101	0.332339	0.215771	0	0	10	9
nk-9	H0022	0000010110	0.415910	0.367733	0	0	10	9
nk-9	H0023	0000010111	0.505874	0.531318	0	0	10	9
nk-9	H0024	0000011000	0.542532	0.597974	0	0	10	9
nk-9	H0025	0000011001	0.404796	0.347523	0	0	10	9
nk-9	H0026	0000011010	0.415411	0.366825	0	0	10	9
nk-9	H0027	0000011011	0.633152	0.762755	0	0	10	9
nk-9	H0028	0000011100	0.485489	0.494250	0	0	10	9
nk-9	H0029	0000011101	0.472581	0.470780	0	0	10	9
nk-9	H0030	0000011110	0.456793	0.442071	0	0	10	9
nk-9	H0031	0000011111	0.584207	0.673754	0	0	10	9
nk-9	H0032	0000100000	0.597863	0.698586	0	0	10	9
nk-9	H0033	0000100001	0.642731	0.780173	1	0	10	9
nk-9	H0034	0000100010	0.433925	0.400490	0	0	10	9
nk-9	H0035	0000100011	0.486510	0.496107	0	0	10	9
nk-9	H0036	0000100100	0.417232	0.370135	0	0	10	9
nk-9	H0037	0000100101	0.573532	0.654344	0	0	10	9
nk-9	H0038	0000100110	0.541216	0.595583	0	0	10	9
nk-9	H0039	0000100111	0.602931	0.707801	0	0	10	9
nk-9	H0040	0000101000	0.467866	0.462206	0	0	10	9
nk-9	H0041	0000101001	0.580932	0.667799	0	0	10	9
nk-9	H0042	0000101010	0.647185	0.788272	1	0	10	9
nk-9	H0043	0000101011	0.480085	0.484424	0	0	10	9
nk-9	H0044	0000101100	0.542401	0.597737	0	0	10	9
nk-9	H0045	0000101101	0.425815	0.385742	0	0	10	9
nk-9	H0046	0000101110	0.467098	0.460810	0	0	10	9
nk-9	H0047	0000101111	0.366264	0.277458	0	0	10	9
nk-9	H0048	0000110000	0.667651	0.825486	0	0	10	9
nk-9	H0049	0000110001	0.422271	0.379297	0	0	10	9
