tag	id	haplotype	fitness	fit_norm	local_peak	global_peak	N	K
nk-5	H0000	0000000000	0.458631	0.428531	0	0	10	5
nk-5	H0001	0000000001	0.452294	0.416854	0	0	10	5
nk-5	H0002	0000000010	0.443898	0.401385	0	0	10	5
nk-5	H0003	0000000011	0.467940	0.445681	0	0	10	5
nk-5	H0004	0000000100	0.449913	0.412467	0	0	10	5
nk-5	H0005	0000000101	0.546844	0.591059	0	0	10	5
nk-5	H0006	0000000110	0.439587	0.393443	0	0	10	5
nk-5	H0007	0000000111	0.566252	0.626818	0	0	10	5
nk-5	H0008	0000001000	0.492063	0.490127	0	0	10	5
nk-5	H0009	0000001001	0.414827	0.347822	0	0	10	5
nk-5	H0010	0000001010	0.468114	0.446001	0	0	10	5
nk-5	H0011	0000001011	0.309099	0.153023	0	0	10	5
nk-5	H0012	0000001100	0.457687	0.426791	0	0	10	5
nk-5	H0013	0000001101	0.356528	0.240409	0	0	10	5
nk-5	H0014	0000001110	0.503172	0.510596	0	0	10	5
nk-5	H0015	0000001111	0.342510	0.214581	0	0	10	5
nk-5	H0016	0000010000	0.521178	0.543771	0	0	10	5
nk-5	H0017	0000010001	0.502049	0.508526	0	0	10	5
nk-5	H0018	0000010010	0.363052	0.252429	0	0	10	5
nk-5	H0019	0000010011	0.436951	0.388585	0	0	10	5
nk-5	H0020	0000010100	0.471063	0.451436	0	0	10	5
nk-5	H0021	0000010101	0.607280	0.702411	0	0	10	5
nk-5	H0022	0000010110	0.317345	0.168215	0	0	10	5
nk-5	H0023	0000010111	0.545945	0.589403	0	0	10	5
nk-5	H0024	0000011000	0.557467	0.610632	0	0	10	5
nk-5	H0025	0000011001	0.579615	0.651439	0	0	10	5
nk-5	H0026	0000011010	0.557924	0.611473	0	0	10	5
nk-5	H0027	0000011011	0.530423	0.560804	0	0	10	5
nk-5	H0028	0000011100	0.441378	0.396742	0	0	10	5
nk-5	H0029	0000011101	0.483255	0.473899	0	0	10	5
nk-5	H0030	0000011110	0.511269	0.525514	0	0	10	5
nk-5	H0031	0000011111	0.525772	0.552235	0	0	10	5
nk-5	H0032	0000100000	0.503321	0.510870	0	0	10	5
nk-5	H0033	0000100001	0.531005	0.561876	0	0	10	5
nk-5	H0034	0000100010	0.416205	0.350362	0	0	10	5
nk-5	H0035	0000100011	0.365988	0.257838	0	0	10	5
nk-5	H0036	0000100100	0.435986	0.386808	0	0	10	5
nk-5	H0037	0000100101	0.613779	0.714385	0	0	10	5
nk-5	H0038	0000100110	0.379078	0.281956	0	0	10	5
nk-5	H0039	0000100111	0.409326	0.337687	0	0	10	5
nk-5	H0040	0000101000	0.660933	0.801264	0	0	10	5
nk-5	H0041	0000101001	0.518083	0.538068	0	0	10	5
nk-5	H0042	0000101010	0.738506	0.944190	1	0	10	5
nk-5	H0043	0000101011	0.475629	0.459849	0	0	10	5
nk-5	H0044	0000101100	0.604562	0.697402	0	0	10	5
nk-5	H0045	0000101101	0.564276	0.623178	0	0	10	5
nk-5	H0046	0000101110	0.686079	0.847595	0	0	10	5
nk-5	H0047	0000101111	0.541101	0.580478	0	0	10	5
nk-5	H0048	0000110000	0.532536	0.564697	0	0	10	5
nk-5	H0049	0000110001	0.611435	0.710066	0	0	10	5
nk-5	H0050	0000110010	0.447637	0.408275	0	0	10	5
nk-5	H0051	0000110011	0.511284	0.525542	0	0	10	5
nk-5	H0052	0000110100	0.423805	0.364364	0	0	10	5
nk-5	H0053	0000110101	0.704891	0.882256	1	0	10	5
nk-5	H0054	0000110110	0.369113	0.263596	0	0	10	5
nk-5	H0055	0000110111	0.565304	0.625072	0	0	10	5
nk-5	H0056	0000111000	0.536215	0.571477	0	0	10	5
nk-5	H0057	0000111001	0.661820	0.802899	0	0	10	5
nk-5	H0058	0000111010	0.519559	0.540788	0	0	10	5
nk-5	H0059	0000111011	0.557267	0.610264	0	0	10	5
nk-5	H0060	0000111100	0.398131	0.317060	0	0	10	5
nk-5	H0061	0000111101	0.669952	0.817882	0	0	10	5
nk-5	H0062	0000111110	0.385419	0.293639	0	0	10	5
nk-5	H0063	0000111111	0.584677	0.660766	0	0	10	5
nk-5	H0064	0001000000	0.307214	0.149549	0	0	10	5
nk-5	H0065	0001000001	0.390002	0.302084	0	0	10	5
nk-5	H0066	0001000010	0.395318	0.311877	0	0	10	5
nk-5	H0067	0001000011	0.491108	0.488369	0	0	10	5
nk-5	H0068	0001000100	0.321763	0.176355	0	0	10	5
nk-5	H0069	0001000101	0.526142	0.552917	0	0	10	5
nk-5	H0070	0001000110	0.414274	0.346804	0	0	10	5
nk-5	H0071	0001000111	0.631011	0.746134	0	0	10	5
nk-5	H0072	0001001000	0.428087	0.372254	0	0	10	5
nk-5	H0073	0001001001	0.443321	0.400323	0	0	10	5
nk-5	H0074	0001001010	0.411724	0.342105	0	0	10	5
nk-5	H0075	0001001011	0.356507	0.240370	0	0	10	5
nk-5	H0076	0001001100	0.431942	0.379357	0	0	10	5
nk-5	H0077	0001001101	0.440035	0.394268	0	0	10	5
nk-5	H0078	0001001110	0.485013	0.477139	0	0	10	5
nk-5	H0079	0001001111	0.444929	0.403285	0	0	10	5
nk-5	H0080	0001010000	0.530790	0.561480	0	0	10	5
nk-5	H0081	0001010001	0.416092	0.350153	0	0	10	5
nk-5	H0082	0001010010	0.479645	0.467247	0	0	10	5
nk-5	H0083	0001010011	0.450204	0.413003	0	0	10	5
nk-5	H0084	0001010100	0.503942	0.512015	0	0	10	5
nk-5	H0085	0001010101	0.562913	0.620666	0	0	10	5
nk-5	H0086	0001010110	0.457205	0.425902	0	0	10	5
nk-5	H0087	0001010111	0.600788	0.690449	0	0	10	5
nk-5	H0088	0001011000	0.450848	0.414190	0	0	10	5
nk-5	H0089	0001011001	0.498105	0.501259	0	0	10	5
nk-5	H0090	0001011010	0.553615	0.603535	0	0	10	5
nk-5	H0091	0001011011	0.430276	0.376286	0	0	10	5
nk-5	H0092	0001011100	0.372989	0.270739	0	0	10	5
nk-5	H0093	0001011101	0.456757	0.425077	0	0	10	5
nk-5	H0094	0001011110	0.545191	0.588014	0	0	10	5
nk-5	H0095	0001011111	0.480636	0.469074	0	0	10	5
nk-5	H0096	0001100000	0.351903	0.231888	0	0	10	5
nk-5	H0097	0001100001	0.468713	0.447106	0	0	10	5
nk-5	H0098	0001100010	0.367625	0.260854	0	0	10	5
nk-5	H0099	0001100011	0.389156	0.300525	0	0	10	5
nk-5	H0100	0001100100	0.307836	0.150696	0	0	10	5
nk-5	H0101	0001100101	0.593078	0.676244	0	0	10	5
nk-5	H0102	0001100110	0.353765	0.235317	0	0	10	5
nk-5	H0103	0001100111	0.474085	0.457003	0	0	10	5
nk-5	H0104	0001101000	0.596958	0.683392	0	0	10	5
nk-5	H0105	0001101001	0.546578	0.590568	0	0	10	5
nk-5	H0106	0001101010	0.682116	0.840293	0	0	10	5
nk-5	H0107	0001101011	0.523037	0.547196	0	0	10	5
nk-5	H0108	0001101100	0.578817	0.649968	0	0	10	5
nk-5	H0109	0001101101	0.647783	0.777036	1	0	10	5
nk-5	H0110	0001101110	0.667920	0.814138	0	0	10	5
nk-5	H0111	0001101111	0.643521	0.769183	0	0	10	5
nk-5	H0112	0001110000	0.542147	0.582406	0	0	10	5
nk-5	H0113	0001110001	0.525478	0.551693	0	0	10	5
nk-5	H0114	0001110010	0.564230	0.623092	0	0	10	5
nk-5	H0115	0001110011	0.524537	0.549960	0	0	10	5
nk-5	H0116	0001110100	0.456684	0.424942	0	0	10	5
nk-5	H0117	0001110101	0.660524	0.800511	0	0	10	5
nk-5	H0118	0001110110	0.508973	0.521284	0	0	10	5
nk-5	H0119	0001110111	0.620147	0.726118	0	0	10	5
nk-5	H0120	0001111000	0.429597	0.375035	0	0	10	5
nk-5	H0121	0001111001	0.580310	0.652719	0	0	10	5
nk-5	H0122	0001111010	0.515251	0.532850	0	0	10	5
nk-5	H0123	0001111011	0.457120	0.425746	0	0	10	5
nk-5	H0124	0001111100	0.329742	0.191057	0	0	10	5
nk-5	H0125	0001111101	0.643454	0.769060	0	0	10	5
nk-5	H0126	0001111110	0.419341	0.356139	0	0	10	5
nk-5	H0127	0001111111	0.539542	0.577605	0	0	10	5
nk-5	H0128	0010000000	0.524486	0.549866	0	0	10	5
nk-5	H0129	0010000001	0.549564	0.596071	0	0	10	5
nk-5	H0130	0010000010	0.505225	0.514378	0	0	10	5
nk-5	H0131	0010000011	0.640754	0.764085	0	0	10	5
nk-5	H0132	0010000100	0.521552	0.544460	0	0	10	5
nk-5	H0133	0010000101	0.557503	0.610698	0	0	10	5
nk-5	H0134	0010000110	0.506699	0.517094	0	0	10	5
nk-5	H0135	0010000111	0.652456	0.785645	1	0	10	5
nk-5	H0136	0010001000	0.621018	0.727722	0	0	10	5
nk-5	H0137	0010001001	0.516865	0.535823	0	0	10	5
nk-5	H0138	0010001010	0.575457	0.643777	0	0	10	5
nk-5	H0139	0010001011	0.487596	0.481897	0	0	10	5
nk-5	H0140	0010001100	0.514656	0.531755	0	0	10	5
nk-5	H0141	0010001101	0.292402	0.122260	0	0	10	5
nk-5	H0142	0010001110	0.538530	0.575740	0	0	10	5
nk-5	H0143	0010001111	0.354842	0.237303	0	0	10	5
nk-5	H0144	0010010000	0.509673	0.522573	0	0	10	5
nk-5	H0145	0010010001	0.682847	0.841641	0	0	10	5
nk-5	H0146	0010010010	0.347019	0.222888	0	0	10	5
nk-5	H0147	0010010011	0.693293	0.860887	1	0	10	5
nk-5	H0148	0010010100	0.515473	0.533260	0	0	10	5
nk-5	H0149	0010010101	0.633314	0.750378	0	0	10	5
nk-5	H0150	0010010110	0.357227	0.241697	0	0	10	5
nk-5	H0151	0010010111	0.647523	0.776557	0	0	10	5
nk-5	H0152	0010011000	0.603397	0.695257	0	0	10	5
nk-5	H0153	0010011001	0.515997	0.534225	0	0	10	5
nk-5	H0154	0010011010	0.582242	0.656279	0	0	10	5
nk-5	H0155	0010011011	0.543263	0.584462	0	0	10	5
nk-5	H0156	0010011100	0.530612	0.561153	0	0	10	5
nk-5	H0157	0010011101	0.355436	0.238396	0	0	10	5
nk-5	H0158	0010011110	0.578891	0.650106	0	0	10	5
nk-5	H0159	0010011111	0.474411	0.457604	0	0	10	5
nk-5	H0160	0010100000	0.525094	0.550986	0	0	10	5
nk-5	H0161	0010100001	0.537499	0.573841	0	0	10	5
nk-5	H0162	0010100010	0.383933	0.290901	0	0	10	5
nk-5	H0163	0010100011	0.398417	0.317587	0	0	10	5
nk-5	H0164	0010100100	0.476079	0.460677	0	0	10	5
nk-5	H0165	0010100101	0.655159	0.790625	0	0	10	5
nk-5	H0166	0010100110	0.365124	0.256248	0	0	10	5
nk-5	H0167	0010100111	0.476640	0.461711	0	0	10	5
nk-5	H0168	0010101000	0.645929	0.773621	0	0	10	5
nk-5	H0169	0010101001	0.531010	0.561886	0	0	10	5
nk-5	H0170	0010101010	0.652372	0.785491	0	0	10	5
nk-5	H0171	0010101011	0.515406	0.533137	0	0	10	5
nk-5	H0172	0010101100	0.560035	0.615364	0	0	10	5
nk-5	H0173	0010101101	0.503084	0.510433	0	0	10	5
nk-5	H0174	0010101110	0.570422	0.634502	0	0	10	5
nk-5	H0175	0010101111	0.506758	0.517203	0	0	10	5
nk-5	H0176	0010110000	0.492098	0.490192	0	0	10	5
nk-5	H0177	0010110001	0.638476	0.759889	0	0	10	5
nk-5	H0178	0010110010	0.353154	0.234192	0	0	10	5
nk-5	H0179	0010110011	0.564260	0.623148	0	0	10	5
nk-5	H0180	0010110100	0.451818	0.415977	0	0	10	5
nk-5	H0181	0010110101	0.698664	0.870782	0	0	10	5
nk-5	H0182	0010110110	0.343080	0.215632	0	0	10	5
nk-5	H0183	0010110111	0.585011	0.661382	0	0	10	5
nk-5	H0184	0010111000	0.602438	0.693489	0	0	10	5
nk-5	H0185	0010111001	0.432880	0.381084	0	0	10	5
nk-5	H0186	0010111010	0.514651	0.531746	0	0	10	5
nk-5	H0187	0010111011	0.355176	0.237918	0	0	10	5
nk-5	H0188	0010111100	0.550120	0.597095	0	0	10	5
nk-5	H0189	0010111101	0.468855	0.447367	0	0	10	5
nk-5	H0190	0010111110	0.466278	0.442619	0	0	10	5
nk-5	H0191	0010111111	0.410429	0.339720	0	0	10	5
nk-5	H0192	0011000000	0.336855	0.204162	0	0	10	5
nk-5	H0193	0011000001	0.572310	0.637980	0	0	10	5
nk-5	H0194	0011000010	0.485707	0.478416	0	0	10	5
nk-5	H0195	0011000011	0.598145	0.685580	0	0	10	5
nk-5	H0196	0011000100	0.357188	0.241625	0	0	10	5
nk-5	H0197	0011000101	0.621839	0.729236	0	0	10	5
nk-5	H0198	0011000110	0.510448	0.524001	0	0	10	5
nk-5	H0199	0011000111	0.651437	0.783769	0	0	10	5
nk-5	H0200	0011001000	0.604593	0.697461	0	0	10	5
nk-5	H0201	0011001001	0.575154	0.643220	0	0	10	5
nk-5	H0202	0011001010	0.609927	0.707288	0	0	10	5
nk-5	H0203	0011001011	0.503660	0.511494	0	0	10	5
