test	H0000	0000000000	0.439419	0.426765	0.0	0.0	10	8
test	H0001	0000000001	0.605653	0.723041	0.0	0.0	10	8
test	H0002	0000000010	0.527569	0.583873	0.0	0.0	10	8
test	H0003	0000000011	0.636094	0.777296	0.0	0.0	10	8
test	H0004	0000000100	0.446951	0.440190	0.0	0.0	10	8
test	H0005	0000000101	0.494585	0.525086	0.0	0.0	10	8
test	H0006	0000000110	0.455726	0.455830	0.0	0.0	10	8
test	H0007	0000000111	0.547777	0.619891	0.0	0.0	10	8
test	H0008	0000001000	0.477423	0.494500	0.0	0.0	10	8
test	H0009	0000001001	0.420167	0.392452	0.0	0.0	10	8
test	H0010	0000001010	0.627163	0.761378	1.0	0.0	10	8
test	H0011	0000001011	0.444186	0.435262	0.0	0.0	10	8
test	H0012	0000001100	0.404192	0.363980	0.0	0.0	10	8
test	H0013	0000001101	0.492021	0.520518	0.0	0.0	10	8
test	H0014	0000001110	0.382884	0.326003	0.0	0.0	10	8
test	H0015	0000001111	0.486147	0.510047	0.0	0.0	10	8
test	H0016	0000010000	0.577324	0.672551	0.0	0.0	10	8
test	H0017	0000010001	0.556728	0.635843	0.0	0.0	10	8
test	H0018	0000010010	0.637207	0.779278	1.0	0.0	10	8
test	H0019	0000010011	0.443347	0.433766	0.0	0.0	10	8
test	H0020	0000010100	0.442527	0.432306	0.0	0.0	10	8
test	H0021	0000010101	0.460455	0.464257	0.0	0.0	10	8
test	H0022	0000010110	0.423616	0.398600	0.0	0.0	10	8
test	H0023	0000010111	0.508223	0.549394	0.0	0.0	10	8
test	H0024	0000011000	0.560730	0.642976	0.0	0.0	10	8
test	H0025	0000011001	0.471307	0.483599	0.0	0.0	10	8
test	H0026	0000011010	0.574851	0.668144	0.0	0.0	10	8
test	H0027	0000011011	0.450475	0.446470	0.0	0.0	10	8
test	H0028	0000011100	0.467197	0.476274	0.0	0.0	10	8
test	H0029	0000011101	0.470460	0.482089	0.0	0.0	10	8
test	H0030	0000011110	0.458593	0.460938	0.0	0.0	10	8
test	H0031	0000011111	0.307427	0.191518	0.0	0.0	10	8
