Variants	Fitness
011110011110011101101100	0.0118565093994711
011100011110011100110000	0.0497260343028142
011100011101011101101111	0.011415842136539
011110011100011100101011	0.0135076654332564
011110011111011101000000	0.02968830738068
011111011110011101110011	0.0119932717990892
011101011101110110101100	0.0671294178820475
011100011111110111110001	0.0193570723811688
011100011110101001110110	0.0123104551904666
011101011110101000101001	0.0199725759793436
011100011100101001101101	0.2634810391437
011100011101101000110001	0.0298134184367569
011100011101101000100111	0.0198404898673702
011100011100101001101110	0.028355316147241
011110011110101000111111	0.0282909565920304
011110011100101000001001	0.00729512949873742
011101011100101000101011	0.0313609653992905
011111011101101000001011	0.043139458436411
011111011101101001000000	0.028749089290279
011110011101101001110011	0.0177343660060192
011111011111101000100000	0.0174874132971448
011110011101101100101001	0.0184189372603036
011100011110101100101101	0.280211677616848
011100011101101101110001	0.0271385248872098
011111011100101101101110	0.0275385337390897
011110011111101100111111	0.0156235687396436
011110011101101101001000	0.0094742409650815
011111011101101101101010	0.0199807859315235
011111011101101100001011	0.0167042444416233
011110011101101100000001	0.0589454027158353
011111011110101100110011	0.0222774007703563
011100011111101100100001	0.0249518368650012
011110011100110001101100	0.0585982661107544
011100011101110001110001	0.394614726681291
011110011101110001111100	1.95731995570351
011110011110110000001000	0.0874289449369485
011100011100110000101011	0.0280000348947024
011100011100110001001011	0.174722052283432
011101011110110001000001	0.0642061247517068
011111011111110001110011	0.0193255425722038
011110011111110000100000	0.017232113265815
011100011101100111101001	0.0364199835000519
011110011100100110101101	0.614182342791306
011111011110100111110001	0.0879636446233558
011100011111100110100111	0.033320242466488
011110011110100110101110	0.111461568051658
011101011111100111111111	0.0161202389613486
011100011110100110100100	0.0295250792139623
011111011101100111001010	0.0220827221870288
011101011110100111101011	0.0667261453270173
011110011111100111001011	0.0683095700366121
011101011111100111000000	0.0511848140277395
011110011101100111110011	0.0113358693084512
011100011101100111100001	0.00699206441358812
011110011100101110101000	0.0116171782063051
011100011101101111101100	0.238185229982452
011101011111101110110001	0.0295563339939995
011111011111101111101111	0.0331852097817657
011110011100101110111111	0.032904130368364
011111011110101110101010	0.042293867810769
011101011100101110001011	0.0185259333241871
011101011110101111000001	0.112332171575791
011110011100101111110011	0.00565250494521326
011110011101101111001111	0.0185608400999383
011101011111001111101100	0.0164529641912534
011110011101001101110011	0.0126985600648785
011111011111100100101000	0.0396785909360527
011110011100100100101100	0.413474432006336
011110011110100101110000	0.0336512143890039
011111011110100101100110	0.0249482696283571
011110011110100100101110	0.0586367722405937
011101011101100101111100	0.0129308647541309
011111011100100100100100	0.0288571571742558
011101011100100100001001	0.00955894855681303
011101011100100100101010	0.0661092792882133
011100011100100100001011	0.0297852995608511
011110011101100101000000	0.13055587818637
011110011101100101010101	0.0283318780742064
011111011110100100111001	0.0144599753299822
011101011111100100110011	0.00812045596876266
011101011111100101100000	0.00500876903714517
011110011110100100001101	0.0266647240888187
011100011101001010101000	0.0137638328684954
011111011110001010101100	0.0918738119221877
011101011110001010110000	0.0227255314876558
011100011100001001101111	0.0214471250207904
011111011100001010111110	0.0359555265057001
011101011110001001100101	0.0111012932942414
011111011110001001001000	0.0148055973333687
011111011110001000101010	0.0195395394861668
011110011100001000001011	0.0169531767022213
011100011101001001000000	0.0532699917675307
011101011111001001110011	0.0206592836567281
011100011100001010100001	0.0130777989642962
011111011110000101101100	0.0436644857828732
011101011111101010011111	0.02209107557472
011100011101101010101001	0.0280093814496654
011110011100101011101100	0.322708435869499
011100011101101011110001	0.0341191610938663
011111011100101011100111	0.016269701863974
011100011101101011101110	0.0415413383924792
011111011110101011111110	0.0312886346516981
011110011101101011100101	0.0150789745166641
011101011100101010001001	0.00809413124477857
011110011101101010101010	0.0546436549742097
011100011110101011001011	0.0255424528232079
011111011101101011000000	0.0274407371803881
011101011100101010110011	0.00456250284563108
011100011101101011100001	0.00281419209376805
011111011100101011001101	0.0149816562027045
011101011111001011101001	0.036365827251508
011100011110001011101100	0.00910811966272058
011111011101001011110000	0.057455294768473
011100011111001011100111	0.0211186295474895
011100011110001011101110	0.0185390347359951
011100011100001011001000	0.0406863128202391
011100011111001011101011	0.0190663609445936
011101011110001011001011	0.0267175255614963
011100011100001011000000	0.0143641531418111
011100011110001011110011	0.0058779497639437
011100011111001011100001	0.0514449322718349
011101011101000001101100	0.124157515875929
011101011100000001001010	0.041187587661761
011110011110000001000001	0.0337926591945406
011100011100000001110011	0.0451954031594435
011100011111000001100001	0.0113719284494541
011111011101010100101100	0.0447445223252138
011111011101010111101110	0.0399215112398912
011110011110010110101011	0.0168821415025964
011100011101010110001011	0.0179474948154184
011110011110010110000001	0.0174977741947503
011101011101010110110011	0.00108834551820782
011101011101010010101101	0.0216905043467128
011101011111111000110000	0.02122746181215
011100011111011011101100	0.0243236180579698
011101011110011001110000	0.0165008609750224
011101011110011011101110	0.0139399921562981
011100011111011001111111	0.0204703844638883
011100011101011001001010	0.0226003135473294
011100011100011011101011	0.0171864047608008
011100011100011010001011	0.0210257007632724
011101011111011000000000	0.0168603410023841
011111011100011010110011	0.0139119509616895
011110011101011000100000	0.010039877662324
011111011110110011101101	0.0416001983662478
011101011101110011110001	0.014625484388437
011100011110110011101111	0.00978697398192052
011100011101110011101010	0.0131734824899655
011101011101110011001011	0.00732172531293371
011101011110110011110011	0.0961189372888126
011111011111100001101001	0.0252029219358295
011110011111100000101101	0.0279088878044842
011100011101100001110000	0.0296031961736263
011110011101100001100110	0.0211865911967885
011101011101100001001000	0.0363112184971827
011111011101100000101010	0.0096393434185722
011110011111100001001011	0.0535900306692784
011100011110100000000001	0.0862346515041661
011100011110100000110011	0.00536371628952269
011110011110100000100001	0.00997458330493409
011100011100111111101100	0.0523832129217562
011101011101111110110011	0.0697868904700075
011111110100011111101101	0.00941132602884941
011100111010111011101100	0.041971545664087
011100110101101001101100	0.158963014128753
011101110101101000110000	0.0236944020967878
011111110101101100101101	0.156316114076065
011111110110110000101101	0.0492046502080894
011110111011110000001001	0.0904215167532322
011100111011110001110011	0.0220655047964983
011111111010100111101000	0.0243985331381571
011101110110100111101100	0.355943891938261
011100110101100111110000	0.0671544336362238
011110110111100111100110	0.0225546899642705
011111110110100110101111	0.0702476059489683
011100111011100110001001	0.0157627502315536
011111110101100111101011	0.0444592653268808
011110111010100110001011	0.0492496052671782
011100110100100111000001	0.033946110127328
011111110101100110110011	0.00893305148076797
011100110111101110101001	0.00755378051102348
011111110101101110101101	0.133979632725663
011110110101101111101010	0.0273516409138498
011101111011101110001011	0.0129640601292983
011101111011001100101101	0.0113887439446808
011101110100100101101100	0.240540563912719
011101111010100101110001	0.025788593961344
011100111011100100101110	0.0370964099942687
011100111011100100111101	0.0104939202904301
011101110110100100100100	0.0231962977905129
011101110110100100001000	0.00684928057365191
011111111011100101101011	0.0442164747778834
011101110111100100001011	0.0215565185413454
011110110110100100000001	0.0869162066801565
011110110110100100110011	0.00642363520799235
011101110110001001101100	0.0602902549116692
011110110101001010001001	0.0119667573507778
011100110101000101101100	0.0363954022770755
011111110101101010101000	0.0210664857531323
011101111010101010101100	0.20997091465119
011100111011101011110001	0.0292438416372832
011100110100101010101110	0.02939351120215
011101111010101010111101	0.0283991904405334
011100110100101010001001	0.00648655688282835
011111111011101011101011	0.0408762069228701
011100111010101010001011	0.0206751374655722
011100110110101010000001	0.0204319239782854
011101110101101010110011	0.00403657251240497
011100110100101010001110	0.0132546857863436
011110111011001011101101	0.00637324975430301
011101110111001011101110	0.0141072216448988
011110110111001011110011	0.00559266580806155
011110110110000000101101	0.0678295439733438
011110110111010101101100	0.0283800509835695
011110110101010000101100	0.013757608467577
011100110110011000101100	0.0154277101356175
011101110101110011101001	0.0207788372800894
011100111011110011101100	0.0263857046451345
011111110100110011110001	0.0122199888931022
011100110110110011000001	0.00675878889143057
011111110101100001101000	0.0184783821143658
011101110111100000101101	0.0177017345951118
011111110101100000101111	0.0142021119707147
011111110101100000001000	0.0283667306624219
011100110100100000101010	0.00702914941625063
011111110100100001110011	0.00462593878807792
011111110111100001100000	0.00860258248471147
011101110100111100101101	0.0332250335046016
011101101000011110101100	0.0111537233113589
011111101001110100101100	0.0463915408817774
011101101000110101101111	0.0232148926690916
011100101001101000101100	0.226189887775047
011110101000101001101011	0.0315153283682043
011100101000101001000001	0.0292160007898154
011101101001101100101100	0.207528854286435
011100101001101100111110	0.0140871280629785
011100101001101100101011	0.017322613710696
011100101000101100110011	0.0215445974998058
011100101001110001101000	0.0192842719651849
011111101001110000101100	0.0524483821843328
011110101000110000110001	0.427204092793707
011110101000110000100110	0.0331685569321894
011100101000110001101110	0.022185275576491
011111101000110001111110	2.13284412380349
011100101001110000100101	0.0189444658638715
011100101001110000001010	0.111118821774349
011100101000110000101010	0.0293369188242569
011101101001110000001011	0.199244086330206
011100101000110000000001	0.0680294010753241
011101101000110001110011	0.0225871083644817
011101101001110001001110	0.0741681273588532
011111101000100110011110	0.0310668166574609
011100101001100110101001	0.0383855308716221
011101101001100110101100	0.555029920642126
011110101001100111110001	0.096147294828771
011100101000100110100111	0.0371301851356767
011110101000100111101111	0.12447082681113
011100101001100110111100	0.017735380336288
011101101001100111100100	0.0341457229108301
011101101000100111001010	0.0283371870776752
011110101000100111101011	0.0705868337849632
011111101001100111001011	0.0786486020951182
011110101000100111000001	0.0547561692362499
011100101000100111010100	0.0125942167190361
011101101001100111011001	0.0234499167945896
011111101001100111110011	0.0133769008531869
011100101000100111100000	0.00825099071580981
011100101000100111001111	0.0439250421141139
011111101000101111101000	0.00970406096272403
011110101000101111101101	0.170592115290692
011100101001101110110001	0.0256040978342408
011111101001101110100110	0.00797532460075385
011100101001101111101011	0.0354592974327673
011110101001101110001011	0.0169049780402397
011100101001101110000001	0.0952403845396684
011110101001101111110011	0.00528648113864756
011100101000001101101100	0.0131292960316346
011111101000100100110100	0.0154672505793829
011100101001100101101001	0.0399047108647053
011110101001100100101100	0.356539662526757
011111101000100100110000	0.0350973815037235
011101101000100100100111	0.0265276947416031
011101101000100101101110	0.0624816662195717
011100101001100101111111	0.0135749025662268
011111101000100101100101	0.0318448278817156
011110101001100100001010	0.0117045406320335
011101101000100101101010	0.0667313956684487
011111101001100101001011	0.0327228822159481
011101101000100100000001	0.133268797348772
011100101001100100011000	0.0301631288316547
011101101001100100110011	0.00914368412147469
011101101001100101100000	0.00563990520843331
011101101001100101001111	0.0300246458071225
011100101001001010101100	0.0671376582317424
011111101001001001110001	0.0200864545816319
011110101001001001110011	0.0197138442207937
011100101000000101101001	0.0104392183599122
011111101000000110101101	0.0344744150824762
011100101001000010001011	0.0186541725720812
011101101001000101110011	0.0182067178510077
011110101001101010101001	0.0281838534317994
011111101000101011101100	0.278418721226555
011111101001101011110001	0.0356042011226501
011111101001101010101110	0.0442886005620038
011111101001101010111101	0.0328643229891569
011101101001101011100100	0.0166489210749423
011101101001101010001010	0.0099161575338371
011110101001101011101011	0.0551869575663833
011111101001101011001011	0.0280763794348582
011100101001101010000001	0.0280257180606976
011110101000101011110011	0.00514011544536832
011101101001101011100001	0.00317046865214826
011100101001101011001101	0.0168783330225119
011111101001001011101100	0.00745555282231122
011110101000001011110000	0.0568847647056121
011101101000001011001000	0.047291655479461
011100101001001011101010	0.0182695365189181
011101101000001011001011	0.027863633198247
011110101001000000101101	0.0784936118672039
011110101001000001100111	0.0156180046845227
011100101000000001001011	0.0255384805544542
011110101000000001000001	0.0252904481727251
011100101001000001110011	0.0373110243477171
011100101001000000100001	0.00938808528294803
011110101000010111101000	0.0147737226762762
011101101000010101101101	0.034823755706785
011110101000010100110001	0.0242844490233536
011111101000010100101111	0.0383942387863815
011101101000010101001011	0.0177963097030947
011100101000010100000001	0.0161209784541661
011101101001010111110011	0.00110607387210246
011110101001010011101101	0.0168812803282795
011111101000011001101101	0.0189305794125906
011111101000110011101000	0.0257248387783447
011111101001110011101100	0.0323765920380312
011100101000110011110000	0.0137676803812026
011101101000110011100111	0.0250536146534665
011100101001110011101111	0.00941255489552906
011100101000110011100100	0.0160008595574712
011100101001110011001000	0.0209822893442699
011100101000110011101011	0.0120017596619174
011111101000110011001011	0.00726004896895236
011111101000110011000000	0.00857905610671958
011111101000110011110011	0.0976846446011735
011100101001110011100000	0.0250106871509193
011111101000100000101001	0.0228768046242992
011100101001100000101100	0.0217209222592096
011110101000100000110001	0.0278669295563812
011110101001100000101111	0.0198023423264091
011111101001100000111101	0.913047957504035
011101101000100000100100	0.0173655390911741
011100101001100000001000	0.0401293027293596
011111101001100000101011	0.00878196658298302
011100101001100000001011	0.0531386019384449
011100101001100001000000	0.0794493598687703
011100101001100000110011	0.00545108731184997
011101101001100001100001	0.0101370619845658
011111101000100001001100	0.0178994553647814
011110101001111100101100	0.040768793924431
011100001110011101101101	0.00873238959559901
011110001110110110101100	0.0376371790441203
011100001110101001101101	0.12262137224677
011101001101101001000000	0.016520934614067
011100001111101001110011	0.0131193351163374
011100001110101101101100	0.117350858956311
011110001101110000101101	0.0423169714840491
011111001100110001101010	0.0244994673347762
011100001110100110101101	0.319344897639313
011110001101100111110000	0.0739911143555901
011100001111100110100111	0.0218455329337464
011100001100100111101111	0.0716660602226487
011101001111100110111100	0.0143546338422709
011111001101100110101011	0.0420365386375
011110001100100110001011	0.0510296215617213
011111001100100111000001	0.0328622655566662
011110001101100110110011	0.00936907766741377
011100001101100111100001	0.00577892994034679
011100001100100111001100	0.0307647590146798
011100001111101111101101	0.102398259302794
011110001100101111110011	0.003862762902869
011101001111001101101101	0.0100088660201887
011110001101100100101100	0.202855541897209
011100001110100100110001	0.026708694281064
011110001101100101100111	0.0154337152300919
011100001101100100101111	0.0355741064483341
011111001100100100111101	0.0108648510235073
011100001110100100101010	0.03929785958667
011111001100100101000000	0.0790912363138227
011110001101100100110011	0.00633283229770242
011100001110001000101101	0.050143545781139
011101001111000101101101	0.0277642719529528
011110001100101011101101	0.166289556415108
011100001111101010110000	0.0284424300570754
011110001111101010101110	0.0264704221785993
011110001100101011111101	0.0276120885434769
011111001111101010101011	0.0341163572357324
011111001110101010000001	0.0174599962853975
011110001100101010110011	0.00373712099294274
011101001111101010100001	0.00230508926955844
011111001111001011101101	0.00558317065530945
011101001101001011101010	0.0141608147587105
011111001111001011110011	0.00572739846801304
011101001100000000101100	0.0779298883376
011110001111010100101100	0.0237603702126667
011111001100010101110011	0.000918669872929558
011110001111111000101101	0.0115181565607404
011101001100011000101100	0.0129164004873777
011111001110011000101010	0.0110577462378459
011100001111110011101101	0.0220906618897
011100001100100001101100	0.0148202611626642
011110001111100001101111	0.0135206175881566
011110001111100000001010	0.0283048620201267
011101001111100001001011	0.0408860799579456
011111001111111101101101	0.0278166905638975
011100110000011110101001	0.0235171046896955
011110110001011110101101	0.00761676185233128
011110110000011101110000	0.0286790555768453
011101110001011110100110	0.023404986590016
011110110001011110101111	0.01879026769274
011101110001011101100101	0.0182714853071493
011110110000011111001000	0.0272113193523704
011111110000011101101010	0.0233468561055568
011110110000011101001011	0.46947725621004
011110110000011101000001	0.0481523200241798
011111110000011110110011	0.0172571301478059
011110110001011111100001	0.0142528726625301
011111110000011110001110	0.024344384712189
011111110001110100101000	0.033229667433774
011101110001110100101101	0.0654709482739642
011101110000110110110000	0.0169489546363593
011111110000110111100110	0.0306605409999919
011110110001110111101110	0.0679304735898953
011101110000111011111101	0.0463884578152283
011101110000110101001001	0.059040991798005
011110110001110100101011	0.0451851081023413
011101110001110110001011	0.0332544108874008
011100110001111010000001	0.02941216005045
011101110000110110110011	0.0283423174298952
011110110001110101100001	0.0210735407704781
011101110001101000011101	0.0238742448782738
011101110001101001101001	0.0415263781143423
011101110000101001101100	0.208424472847913
011111110001101001110001	0.0211728154925175
011100110001101000100111	0.0466598177745646
011100110001101000101110	0.0574705460541766
011111110001101000111110	0.0355099000292028
011111110000101001100101	0.0298047157754229
011110110000101000001001	0.0161017382141065
011110110001101001101010	0.0667457091682192
011110110001101000001011	0.0759011860594597
011101110000101000000001	0.0574171573829613
011111110001101000010101	0.014373928467672
011110110001101000111000	0.0102492305631187
011100110001101000110011	0.0314218957001498
011101110000101001100001	0.0309843428573538
011110110000101000001100	0.0321137009080592
011110110001101101011110	0.0144210830385152
011101110001101100101000	0.0343654361708704
011101110001101101101100	0.198908294724135
011101110001101100110001	0.0172949931785087
011100110000101101100111	0.0396532697480718
011101110000101100101110	0.0500863013873507
011100110000101100111111	0.0175974353987236
011111110001101100100101	0.0196722645050733
011110110001101100001000	0.0187651267342366
011111110000101100101011	0.038160478796088
011100110001101100001011	0.0263735158860328
011110110001101101000000	0.105641571912412
011110110000101100010101	0.00890577586813667
011100110001101100110011	0.0354199996889582
011111110000101100100000	0.0396722249201222
011111110001101100001101	0.0349216054309613
011111110001110001101000	0.018252516622451
011110110000110000101100	0.022027728298875
011111110001110000110000	0.133175926646013
011101110001110001101111	0.0193192637213429
011111110001110001111100	1.16747944349848
011101110001110000100100	0.0184190791915402
011100110001110000001000	0.0917023773138712
011111110001110000101010	0.0283190123074013
011111110001110000001011	0.146085528851265
011101110001110001000000	0.0609368015616186
011100110001110001110011	0.0162717406057134
011101110001110000100001	0.0145091128024996
011101110000110000001110	0.0534306786915911
011100110000100110011100	0.0461967812614621
011100110000100110110111	0.0335975998859351
011100110000100110101001	0.0940047554746689
011111110000100111101100	0.603138120232074
011101110000100110110000	0.0775514924345687
011101110001100111100110	0.0972789575177582
011110110000100110101110	0.280450414033338
011100110000100110111100	0.0251184825802376
011111110000100111100101	0.085898312053019
011100110000100111001010	0.0605079545425419
011101110000100111000110	0.0470016119544717
011100110000100110101010	0.176299090861775
011110110001100111001011	0.149202305041329
011100110001100111000000	0.126905029035903
011101110000100110010100	0.0234750922225778
011101110001100110010011	0.0624780561004248
011100110000100110011011	0.0437096622716285
011110110000100111110011	0.0249339826514336
011101110001100111100000	0.0153795009489158
011110110000100111001101	0.0818744378878972
011110110001101111111010	0.0619013071295909
011111110000101111101001	0.0226870289056679
011110110000101111101100	0.176970619878857
011101110000101110110001	0.0197153460249329
011100110001101111100110	0.0199472025083118
011111110000101110101110	0.0631745850495466
011111110000101110111110	0.0387917377726519
011100110000101111100101	0.0647150597482611
011101110000101110001001	0.0478859220897061
011110110000101110101010	0.0845470254701827
011100110000101110001011	0.030615472830885
011110110001101110000000	0.210721452557151
011111110000101110010111	0.0200248981317908
011100110001101111010001	0.0163423895285336
011101110000101110011001	0.032381242125509
011101110001101111110011	0.00940685971116248
011110110000101110100000	0.0219110937612677
011100110000101111001110	0.0308888219707433
011101110001001111101101	0.0166077178053667
011110110001001100101010	0.0190920436906455
011101110000100101011100	0.0483658277812568
011110110001100100110101	0.0480606193695867
011111110001100100101001	0.106580917103438
011100110000100100101101	0.42255305227468
011110110001100101110000	0.0308745629487861
011111110000100100100111	0.0757991466423829
011100110001100100101111	0.153537379958699
011101110001100100111110	0.0209682712633585
011101110001100101100101	0.0873695775214795
011110110001100100001010	0.0272573179385551
011100110001100101000011	0.0447472565452502
011111110001100101101011	0.181773090338118
011101110001100100001011	0.0677031827727037
011111110001100100000000	0.336858310372935
011111110001100101010111	0.0648522904803141
011111110000100100010011	0.0330992007653713
011110110001100101011010	0.0613176561265108
011101110000100100110011	0.0185879018658578
011111110001100100100001	0.0114651822125929
011101110001100101001100	0.0610361384323415
011101110000001000101000	0.0381007240897016
011101110000001000101100	0.0967597966494065
011100110000001001110001	0.0214874437697111
011110110000001000100110	0.0423169959086199
011101110001001000101110	0.0578740373204213
011100110000001000111111	0.0600857292826322
011101110000001000100101	0.0346378474089581
011100110000001000001010	0.0435080437360841
011101110000001001101010	0.0553671436558909
011111110000001001001011	0.039712646425166
011101110001001000000000	0.141645927445258
011111110000001010110011	0.0487344243890555
011100110000001010100000	0.0308500050336061
011101110000000111101100	0.0290436881734074
011100110001000100101110	0.0312542689094039
011111110001000100001010	0.0350536324455948
011100110000000101101011	0.0277984867141646
011110110001000010001011	0.027435633429254
011110110000000101000001	0.0218631909256585
011111110001101010011101	0.0344680083145845
011110110000101011110101	0.0335636847736482
011100110001101011101000	0.0647758553123069
011101110000101010101101	0.283941798288155
011110110001101010110001	0.0269516183269036
011110110000101011100110	0.0425588523604477
011100110001101010101111	0.0936506897664036
011101110000101011111110	0.0436825613417856
011110110001101010100100	0.0393065497785426
011110110000101011001000	0.0198714548351751
011111110001101011000100	0.0363355832349061
011101110000101010101011	0.129358012691006
011101110001101011001011	0.0499868925492165
011110110000101010000000	0.0609583265554381
011110110001101010010101	0.0384651777081473
011100110001101011010010	0.022306839821019
011100110001101010011000	0.0296616089049517
011110110000101011110011	0.00899165281809132
011100110001101010100000	0.00554613095634787
011110110000101011001111	0.0295254284265745
011100110001001011011110	0.785477971139364
011101110001001011101001	0.0684905617612146
011111110001001011101100	0.00652642507784819
011100110001001011110000	0.0369610397073253
011100110000001011100111	0.0449887228496222
011101110000001011101111	0.0340365264842759
011110110001001011111100	1.67361973221519
011111110000001011100101	0.037984602721909
011101110000001011001000	0.081345844952623
011100110001001011000011	0.0307405073675528
011101110000001011101011	0.0367577588031433
011110110001001011001011	0.0425811505572716
011100110000001011000000	0.0259863274939682
011101110001001011010110	0.0188954558609465
011110110000001011011011	0.234968897891015
011110110000001011110011	0.00943386963078015
011101110000001011100001	0.0825670180432404
011101110001001011001111	0.0309775130561992
011100110001000001101100	0.0891612199139438
011111110001000001110001	0.092211493934834
011100110000000001001001	0.0825296028498407
011100110001000000101011	0.0530489133841174
011110110001000000000000	0.0612693971674451
011110110001000000110011	0.0726966876775353
011100110001000000100000	0.0182917171435499
011101110001010100110111	0.0116676256176163
011101110000010100101100	0.0344217332942097
011110110000010111110000	0.0178171440102522
011110110000010101100110	0.0460535400150428
011111110000010101101110	0.0786885093200282
011110110001010101111111	0.0231385773927777
011111110000010111100101	0.0350397658812638
011111110001010100001010	0.0289925298850413
011111110000010101101011	0.0349425809232133
011110110000010101001011	0.0307093925005246
011110110000010100000000	0.0339855199499071
011110110001010110010110	0.00888739210526527
011110110000010100110011	0.00187532707442975
011111110000010110100000	0.025568605323802
011110110001010111001111	0.00615791517229055
011100110001010010101000	0.0125062139086279
011100110001111000101101	0.0166863945984898
011101110001111000001000	0.0264791396285186
011101110001111000001011	0.0257479443862274
011101110001111001110011	0.0135270371313543
011110110001011000110100	0.0129297387810936
011111110001011000101001	0.0309848187889517
011101110001011000101100	0.0187120355751316
011101110000011001110001	0.0113963809394089
011101110001011000100110	0.0488265861118232
011100110001011000101111	0.0274768456564815
011110110000011010111100	0.0249874151137371
011100110001011000100101	0.0199478813790696
011100110001011001001001	0.0485118386686277
011100110000011001101010	0.0355723436532633
011100110000011011001011	0.0359764136431572
011111110000011010000001	0.0327474482823467
011110110000011010110011	0.0239716687946279
011111110000011001100001	0.0172997031633143
011111110001110011101001	0.0573048895570484
011101110000110011101101	0.0320028208758484
011111110000110011110001	0.0101011451321424
011110110001110011100111	0.0597061313317611
011110110000110011101110	0.0192909128305165
011110110000110011100100	0.0366141011350377
011111110000110011001000	0.0407535411784042
011110110000110011101010	0.0272664150975961
