Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk5-1	0	1101101011	0.349138	10	5	1
run-obj-nk5-1	1	0001101010	0.840293	10	5	1
run-obj-nk5-1	2	0000101010	0.94419	10	5	1
run-obj-nk5-1	3	0000101010	0.94419	10	5	1
run-obj-nk5-1	4	0000101010	0.94419	10	5	1
run-obj-nk5-1	5	0000101010	0.94419	10	5	1
run-obj-nk5-1	6	0000101010	0.94419	10	5	1
run-obj-nk5-1	7	0000101010	0.94419	10	5	1
run-obj-nk5-1	8	0000101010	0.94419	10	5	1
run-obj-nk5-1	9	0000101010	0.94419	10	5	1
run-obj-nk5-1	10	0000101010	0.94419	10	5	1
run-obj-nk5-1	11	0000101010	0.94419	10	5	1
run-obj-nk5-1	12	0000101010	0.94419	10	5	1
run-obj-nk5-1	13	0000101010	0.94419	10	5	1
run-obj-nk5-1	14	0000101010	0.94419	10	5	1
run-obj-nk5-1	15	0000101010	0.94419	10	5	1
run-obj-nk5-1	16	0000101010	0.94419	10	5	1
run-obj-nk5-1	17	0000101010	0.94419	10	5	1
run-obj-nk5-1	18	0000101010	0.94419	10	5	1
run-obj-nk5-1	19	0000101010	0.94419	10	5	1
run-obj-nk5-1	20	0000101010	0.94419	10	5	1
run-obj-nk5-1	21	0000101010	0.94419	10	5	1
run-obj-nk5-1	22	0000101010	0.94419	10	5	1
run-obj-nk5-1	23	0000101010	0.94419	10	5	1
run-obj-nk5-1	24	0000101010	0.94419	10	5	1
run-obj-nk5-1	25	0000101010	0.94419	10	5	1
run-obj-nk5-1	26	0000101010	0.94419	10	5	1
run-obj-nk5-1	27	0000101010	0.94419	10	5	1
run-obj-nk5-1	28	0000101010	0.94419	10	5	1
run-obj-nk5-1	29	0000101010	0.94419	10	5	1
run-obj-nk5-1	30	0000101010	0.94419	10	5	1
run-obj-nk5-1	31	0000101010	0.94419	10	5	1
run-obj-nk5-1	32	0000101010	0.94419	10	5	1
run-obj-nk5-1	33	0000101010	0.94419	10	5	1
run-obj-nk5-1	34	0000101010	0.94419	10	5	1
run-obj-nk5-1	35	0000101010	0.94419	10	5	1
run-obj-nk5-1	36	0000101010	0.94419	10	5	1
run-obj-nk5-1	37	0000101010	0.94419	10	5	1
run-obj-nk5-1	38	0000101010	0.94419	10	5	1
run-obj-nk5-1	39	0000101010	0.94419	10	5	1
run-obj-nk5-1	40	0000101010	0.94419	10	5	1
run-obj-nk5-1	41	0000101010	0.94419	10	5	1
run-obj-nk5-1	42	0000101010	0.94419	10	5	1
run-obj-nk5-1	43	0000101010	0.94419	10	5	1
run-obj-nk5-1	44	0000101010	0.94419	10	5	1
run-obj-nk5-1	45	0000101010	0.94419	10	5	1
run-obj-nk5-1	46	0000101010	0.94419	10	5	1
run-obj-nk5-1	47	0000101010	0.94419	10	5	1
run-obj-nk5-1	48	0000101010	0.94419	10	5	1
run-obj-nk5-1	49	0000101010	0.94419	10	5	1
run-obj-nk5-1	50	0000101010	0.94419	10	5	1
run-obj-nk5-1	51	0000101010	0.94419	10	5	1
run-obj-nk5-1	52	0000101010	0.94419	10	5	1
run-obj-nk5-1	53	0000101010	0.94419	10	5	1
run-obj-nk5-1	54	0000101010	0.94419	10	5	1
run-obj-nk5-1	55	0000101010	0.94419	10	5	1
run-obj-nk5-1	56	0000101010	0.94419	10	5	1
run-obj-nk5-1	57	0000101010	0.94419	10	5	1
run-obj-nk5-1	58	0000101010	0.94419	10	5	1
run-obj-nk5-1	59	0000101010	0.94419	10	5	1
run-obj-nk5-1	60	0000101010	0.94419	10	5	1
run-obj-nk5-1	61	0000101010	0.94419	10	5	1
run-obj-nk5-1	62	0000101010	0.94419	10	5	1
run-obj-nk5-1	63	0000101010	0.94419	10	5	1
run-obj-nk5-1	64	0000101010	0.94419	10	5	1
run-obj-nk5-1	65	0000101010	0.94419	10	5	1
run-obj-nk5-1	66	0000101010	0.94419	10	5	1
run-obj-nk5-1	67	0000101010	0.94419	10	5	1
run-obj-nk5-1	68	0000101010	0.94419	10	5	1
run-obj-nk5-1	69	0000101010	0.94419	10	5	1
run-obj-nk5-1	70	0000101010	0.94419	10	5	1
run-obj-nk5-1	71	0000101010	0.94419	10	5	1
run-obj-nk5-1	72	0000101010	0.94419	10	5	1
run-obj-nk5-1	73	0000101010	0.94419	10	5	1
run-obj-nk5-1	74	0000101010	0.94419	10	5	1
run-obj-nk5-1	75	0000101010	0.94419	10	5	1
run-obj-nk5-1	76	0000101010	0.94419	10	5	1
run-obj-nk5-1	77	0000101010	0.94419	10	5	1
run-obj-nk5-1	78	0000101010	0.94419	10	5	1
run-obj-nk5-1	79	0000101010	0.94419	10	5	1
run-obj-nk5-1	80	0000101010	0.94419	10	5	1
