Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk4-1	0	1001100010	0.753404	10	4	1
run-obj-nk4-1	1	1001100000	0.876585	10	4	1
run-obj-nk4-1	2	1001100000	0.876585	10	4	1
run-obj-nk4-1	3	1001100000	0.876585	10	4	1
run-obj-nk4-1	4	1001100000	0.876585	10	4	1
run-obj-nk4-1	5	1001100000	0.876585	10	4	1
run-obj-nk4-1	6	1001100000	0.876585	10	4	1
run-obj-nk4-1	7	1001100000	0.876585	10	4	1
run-obj-nk4-1	8	1001100000	0.876585	10	4	1
run-obj-nk4-1	9	1001100000	0.876585	10	4	1
run-obj-nk4-1	10	1001100000	0.876585	10	4	1
run-obj-nk4-1	11	1001100000	0.876585	10	4	1
run-obj-nk4-1	12	1001100000	0.876585	10	4	1
run-obj-nk4-1	13	1001100000	0.876585	10	4	1
run-obj-nk4-1	14	1001100000	0.876585	10	4	1
run-obj-nk4-1	15	1001100000	0.876585	10	4	1
run-obj-nk4-1	16	1001100000	0.876585	10	4	1
run-obj-nk4-1	17	1001100000	0.876585	10	4	1
run-obj-nk4-1	18	1001100000	0.876585	10	4	1
run-obj-nk4-1	19	1001100000	0.876585	10	4	1
run-obj-nk4-1	20	1001100000	0.876585	10	4	1
run-obj-nk4-1	21	1001100000	0.876585	10	4	1
run-obj-nk4-1	22	1001100000	0.876585	10	4	1
run-obj-nk4-1	23	1001100000	0.876585	10	4	1
run-obj-nk4-1	24	1001100000	0.876585	10	4	1
run-obj-nk4-1	25	1001100000	0.876585	10	4	1
run-obj-nk4-1	26	1001100000	0.876585	10	4	1
run-obj-nk4-1	27	1001100000	0.876585	10	4	1
run-obj-nk4-1	28	1001100000	0.876585	10	4	1
run-obj-nk4-1	29	1001100000	0.876585	10	4	1
run-obj-nk4-1	30	1001100000	0.876585	10	4	1
run-obj-nk4-1	31	1111010000	1.0	10	4	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk4-2	0	1000101010	0.507933	10	4	1
run-obj-nk4-2	1	1001101000	0.825773	10	4	1
run-obj-nk4-2	2	1001111011	0.850277	10	4	1
run-obj-nk4-2	3	0100111011	0.938432	10	4	1
run-obj-nk4-2	4	1101111001	0.942523	10	4	1
run-obj-nk4-2	5	1101111001	0.942523	10	4	1
run-obj-nk4-2	6	1101111001	0.942523	10	4	1
run-obj-nk4-2	7	1101111001	0.942523	10	4	1
run-obj-nk4-2	8	1101111001	0.942523	10	4	1
run-obj-nk4-2	9	1101111001	0.942523	10	4	1
run-obj-nk4-2	10	1101111001	0.942523	10	4	1
run-obj-nk4-2	11	1101111001	0.942523	10	4	1
run-obj-nk4-2	12	1101111001	0.942523	10	4	1
run-obj-nk4-2	13	1101111001	0.942523	10	4	1
run-obj-nk4-2	14	1101111001	0.942523	10	4	1
run-obj-nk4-2	15	1101111001	0.942523	10	4	1
run-obj-nk4-2	16	1101111001	0.942523	10	4	1
run-obj-nk4-2	17	1101111001	0.942523	10	4	1
run-obj-nk4-2	18	1101111001	0.942523	10	4	1
run-obj-nk4-2	19	1101111001	0.942523	10	4	1
run-obj-nk4-2	20	1101111001	0.942523	10	4	1
run-obj-nk4-2	21	1101111001	0.942523	10	4	1
run-obj-nk4-2	22	1111010000	1.0	10	4	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk4-3	0	0011011011	0.386369	10	4	1
run-obj-nk4-3	1	0101110111	0.766055	10	4	1
run-obj-nk4-3	2	0011010010	0.772312	10	4	1
run-obj-nk4-3	3	0101110101	0.853775	10	4	1
run-obj-nk4-3	4	0011000111	0.8735	10	4	1
run-obj-nk4-3	5	0011100111	0.934299	10	4	1
run-obj-nk4-3	6	0011100111	0.934299	10	4	1
run-obj-nk4-3	7	0011100111	0.934299	10	4	1
run-obj-nk4-3	8	0011100111	0.934299	10	4	1
run-obj-nk4-3	9	0011100111	0.934299	10	4	1
run-obj-nk4-3	10	0011100111	0.934299	10	4	1
run-obj-nk4-3	11	1010100111	0.94756	10	4	1
run-obj-nk4-3	12	1010100111	0.94756	10	4	1
run-obj-nk4-3	13	1010100111	0.94756	10	4	1
run-obj-nk4-3	14	1010100111	0.94756	10	4	1
run-obj-nk4-3	15	1010100111	0.94756	10	4	1
run-obj-nk4-3	16	1010100111	0.94756	10	4	1
run-obj-nk4-3	17	1010100111	0.94756	10	4	1
run-obj-nk4-3	18	1010100111	0.94756	10	4	1
run-obj-nk4-3	19	1010100111	0.94756	10	4	1
run-obj-nk4-3	20	1010100111	0.94756	10	4	1
run-obj-nk4-3	21	1010100111	0.94756	10	4	1
run-obj-nk4-3	22	1010100111	0.94756	10	4	1
run-obj-nk4-3	23	1010100111	0.94756	10	4	1
run-obj-nk4-3	24	1010100111	0.94756	10	4	1
run-obj-nk4-3	25	1010100111	0.94756	10	4	1
run-obj-nk4-3	26	1010100111	0.94756	10	4	1
run-obj-nk4-3	27	1010100111	0.94756	10	4	1
run-obj-nk4-3	28	1010100111	0.94756	10	4	1
run-obj-nk4-3	29	1010100111	0.94756	10	4	1
run-obj-nk4-3	30	1010100111	0.94756	10	4	1
run-obj-nk4-3	31	1010100111	0.94756	10	4	1
run-obj-nk4-3	32	1010100111	0.94756	10	4	1
run-obj-nk4-3	33	1010100111	0.94756	10	4	1
run-obj-nk4-3	34	1010100111	0.94756	10	4	1
run-obj-nk4-3	35	1010100111	0.94756	10	4	1
run-obj-nk4-3	36	1010100111	0.94756	10	4	1
run-obj-nk4-3	37	1010100111	0.94756	10	4	1
run-obj-nk4-3	38	1010100111	0.94756	10	4	1
run-obj-nk4-3	39	1010100111	0.94756	10	4	1
run-obj-nk4-3	40	1010100111	0.94756	10	4	1
run-obj-nk4-3	41	1010100111	0.94756	10	4	1
run-obj-nk4-3	42	1010100111	0.94756	10	4	1
run-obj-nk4-3	43	1010100111	0.94756	10	4	1
run-obj-nk4-3	44	1010100111	0.94756	10	4	1
run-obj-nk4-3	45	1010100111	0.94756	10	4	1
run-obj-nk4-3	46	1010100111	0.94756	10	4	1
run-obj-nk4-3	47	1010100111	0.94756	10	4	1
run-obj-nk4-3	48	1010100111	0.94756	10	4	1
run-obj-nk4-3	49	1010100111	0.94756	10	4	1
run-obj-nk4-3	50	1010100111	0.94756	10	4	1
run-obj-nk4-3	51	1010100111	0.94756	10	4	1
run-obj-nk4-3	52	1010100111	0.94756	10	4	1
run-obj-nk4-3	53	1010100111	0.94756	10	4	1
run-obj-nk4-3	54	1010100111	0.94756	10	4	1
run-obj-nk4-3	55	1010100111	0.94756	10	4	1
run-obj-nk4-3	56	1010100111	0.94756	10	4	1
run-obj-nk4-3	57	1010100111	0.94756	10	4	1
run-obj-nk4-3	58	1010100111	0.94756	10	4	1
run-obj-nk4-3	59	1010100111	0.94756	10	4	1
run-obj-nk4-3	60	1010100111	0.94756	10	4	1
run-obj-nk4-3	61	1010100111	0.94756	10	4	1
run-obj-nk4-3	62	1010100111	0.94756	10	4	1
run-obj-nk4-3	63	1010100111	0.94756	10	4	1
run-obj-nk4-3	64	1010100111	0.94756	10	4	1
run-obj-nk4-3	65	1010100111	0.94756	10	4	1
run-obj-nk4-3	66	1010100111	0.94756	10	4	1
run-obj-nk4-3	67	1010100111	0.94756	10	4	1
run-obj-nk4-3	68	1010100111	0.94756	10	4	1
run-obj-nk4-3	69	1010100111	0.94756	10	4	1
run-obj-nk4-3	70	1010100111	0.94756	10	4	1
run-obj-nk4-3	71	1010100111	0.94756	10	4	1
run-obj-nk4-3	72	1010100111	0.94756	10	4	1
run-obj-nk4-3	73	1010100111	0.94756	10	4	1
run-obj-nk4-3	74	1010100111	0.94756	10	4	1
run-obj-nk4-3	75	1010100111	0.94756	10	4	1
run-obj-nk4-3	76	1010100111	0.94756	10	4	1
run-obj-nk4-3	77	1010100111	0.94756	10	4	1
run-obj-nk4-3	78	1010100111	0.94756	10	4	1
run-obj-nk4-3	79	1010100111	0.94756	10	4	1
run-obj-nk4-3	80	1010100111	0.94756	10	4	1
run-obj-nk4-3	81	1010100111	0.94756	10	4	1
run-obj-nk4-3	82	1010100111	0.94756	10	4	1
run-obj-nk4-3	83	1010100111	0.94756	10	4	1
run-obj-nk4-3	84	1010100111	0.94756	10	4	1
run-obj-nk4-3	85	1010100111	0.94756	10	4	1
run-obj-nk4-3	86	1010100111	0.94756	10	4	1
run-obj-nk4-3	87	1010100111	0.94756	10	4	1
run-obj-nk4-3	88	1010100111	0.94756	10	4	1
run-obj-nk4-3	89	1010100111	0.94756	10	4	1
run-obj-nk4-3	90	1010100111	0.94756	10	4	1
run-obj-nk4-3	91	1010100111	0.94756	10	4	1
run-obj-nk4-3	92	1010100111	0.94756	10	4	1
run-obj-nk4-3	93	1010100111	0.94756	10	4	1
run-obj-nk4-3	94	1010100111	0.94756	10	4	1
run-obj-nk4-3	95	1010100111	0.94756	10	4	1
run-obj-nk4-3	96	1010100111	0.94756	10	4	1
run-obj-nk4-3	97	1010100111	0.94756	10	4	1
run-obj-nk4-3	98	1010100111	0.94756	10	4	1
run-obj-nk4-3	99	1010100111	0.94756	10	4	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk4-4	0	0101101101	0.332256	10	4	1
run-obj-nk4-4	1	0001100101	0.765682	10	4	1
