Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-1	0	0111011101	0.229558	10	0	1
run-obj-nk0-1	1	0001011111	0.561222	10	0	1
run-obj-nk0-1	2	1000001001	0.817773	10	0	1
run-obj-nk0-1	3	1000001011	0.953194	10	0	1
run-obj-nk0-1	4	1100000011	0.9637	10	0	1
run-obj-nk0-1	5	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-2	0	0010000010	0.654259	10	0	1
run-obj-nk0-2	1	1000000010	0.936371	10	0	1
run-obj-nk0-2	2	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-3	0	0100111110	0.322014	10	0	1
run-obj-nk0-3	1	0100011010	0.620976	10	0	1
run-obj-nk0-3	2	1000000110	0.803339	10	0	1
run-obj-nk0-3	3	1000000010	0.936371	10	0	1
run-obj-nk0-3	4	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-4	0	0100011001	0.549183	10	0	1
run-obj-nk0-4	1	1000001001	0.817773	10	0	1
run-obj-nk0-4	2	1100001011	0.916894	10	0	1
run-obj-nk0-4	3	1100000011	0.9637	10	0	1
run-obj-nk0-4	4	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-5	0	0100001000	0.595675	10	0	1
run-obj-nk0-5	1	0000001010	0.767396	10	0	1
run-obj-nk0-5	2	1100000010	0.900071	10	0	1
run-obj-nk0-5	3	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-6	0	1110001111	0.623918	10	0	1
run-obj-nk0-6	1	1100000111	0.830667	10	0	1
run-obj-nk0-6	2	1100001011	0.916894	10	0	1
run-obj-nk0-6	3	1100000011	0.9637	10	0	1
run-obj-nk0-6	4	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-7	0	0010101101	0.236699	10	0	1
run-obj-nk0-7	1	0000001111	0.697992	10	0	1
run-obj-nk0-7	2	0000001011	0.831025	10	0	1
run-obj-nk0-7	3	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-8	0	1010100000	0.475078	10	0	1
run-obj-nk0-8	1	1000001010	0.889565	10	0	1
run-obj-nk0-8	2	1000001011	0.953194	10	0	1
run-obj-nk0-8	3	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-9	0	1100000000	0.76465	10	0	1
run-obj-nk0-9	1	1100000011	0.9637	10	0	1
run-obj-nk0-9	2	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-10	0	1000111000	0.478095	10	0	1
run-obj-nk0-10	1	1010000010	0.776429	10	0	1
run-obj-nk0-10	2	1100000010	0.900071	10	0	1
run-obj-nk0-10	3	1101000011	0.93705	10	0	1
run-obj-nk0-10	4	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-11	0	1001000011	0.97335	10	0	1
run-obj-nk0-11	1	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-12	0	0011011001	0.398891	10	0	1
run-obj-nk0-12	1	0000011011	0.720905	10	0	1
run-obj-nk0-12	2	1001001011	0.926544	10	0	1
run-obj-nk0-12	3	1001001011	0.926544	10	0	1
run-obj-nk0-12	4	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-13	0	0011000100	0.359156	10	0	1
run-obj-nk0-13	1	1001000001	0.837929	10	0	1
run-obj-nk0-13	2	1100000011	0.9637	10	0	1
run-obj-nk0-13	3	1001000011	0.97335	10	0	1
run-obj-nk0-13	4	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-14	0	0110101001	0.333431	10	0	1
run-obj-nk0-14	1	1100001001	0.781473	10	0	1
run-obj-nk0-14	2	1100001011	0.916894	10	0	1
run-obj-nk0-14	3	1100000011	0.9637	10	0	1
run-obj-nk0-14	4	1100000011	0.9637	10	0	1
run-obj-nk0-14	5	1100000011	0.9637	10	0	1
run-obj-nk0-14	6	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-15	0	0010011100	0.228879	10	0	1
run-obj-nk0-15	1	1000011110	0.646413	10	0	1
run-obj-nk0-15	2	1001001110	0.729883	10	0	1
run-obj-nk0-15	3	1100000010	0.900071	10	0	1
run-obj-nk0-15	4	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-16	0	0001100110	0.48859	10	0	1
run-obj-nk0-16	1	0101000010	0.751252	10	0	1
run-obj-nk0-16	2	1001000010	0.909722	10	0	1
run-obj-nk0-16	3	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-17	0	0001110101	0.306678	10	0	1
run-obj-nk0-17	1	0001010111	0.608028	10	0	1
run-obj-nk0-17	2	1001010011	0.86323	10	0	1
run-obj-nk0-17	3	1001000011	0.97335	10	0	1
run-obj-nk0-17	4	1000000011	1.0	10	0	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk0-18	0	1111001111	0.597269	10	0	1
run-obj-nk0-18	1	1101001011	0.890244	10	0	1
