Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-1	0	1000010110	0.078049	10	4	2
run-nov-nk4-1	1	1011010100	0.842125	10	4	2
run-nov-nk4-1	2	1011010000	0.89683	10	4	2
run-nov-nk4-1	3	1011010000	0.89683	10	4	2
run-nov-nk4-1	4	1011010000	0.89683	10	4	2
run-nov-nk4-1	5	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-2	0	0100010111	0.337473	10	4	2
run-nov-nk4-2	1	0100111111	0.741394	10	4	2
run-nov-nk4-2	2	1111010110	0.686726	10	4	2
run-nov-nk4-2	3	0111010000	0.890156	10	4	2
run-nov-nk4-2	4	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-3	0	0110011011	0.653503	10	4	2
run-nov-nk4-3	1	0100111011	0.938432	10	4	2
run-nov-nk4-3	2	0111010001	0.83258	10	4	2
run-nov-nk4-3	3	0100010001	0.751466	10	4	2
run-nov-nk4-3	4	0101010001	0.633025	10	4	2
run-nov-nk4-3	5	0111010000	0.890156	10	4	2
run-nov-nk4-3	6	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-4	0	1011110101	0.463245	10	4	2
run-nov-nk4-4	1	1111110001	0.935388	10	4	2
run-nov-nk4-4	2	1111010100	0.860409	10	4	2
run-nov-nk4-4	3	1000110101	0.723892	10	4	2
run-nov-nk4-4	4	1111010001	0.766639	10	4	2
run-nov-nk4-4	5	1100011011	0.689937	10	4	2
run-nov-nk4-4	6	1001101011	0.677262	10	4	2
run-nov-nk4-4	7	1001110011	0.634289	10	4	2
run-nov-nk4-4	8	1101110001	0.802971	10	4	2
run-nov-nk4-4	9	1111110001	0.935388	10	4	2
run-nov-nk4-4	10	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-5	0	1001011101	0.365876	10	4	2
run-nov-nk4-5	1	0000011101	0.669282	10	4	2
run-nov-nk4-5	2	0000111101	0.759159	10	4	2
run-nov-nk4-5	3	1111010100	0.860409	10	4	2
run-nov-nk4-5	4	1111010100	0.860409	10	4	2
run-nov-nk4-5	5	0000111110	0.554207	10	4	2
run-nov-nk4-5	6	0111010111	0.545803	10	4	2
run-nov-nk4-5	7	0111000111	0.811947	10	4	2
run-nov-nk4-5	8	0000111001	0.856075	10	4	2
run-nov-nk4-5	9	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-6	0	0001100010	0.657708	10	4	2
run-nov-nk4-6	1	0001100111	0.705063	10	4	2
run-nov-nk4-6	2	0111110010	0.820959	10	4	2
run-nov-nk4-6	3	1011010000	0.89683	10	4	2
run-nov-nk4-6	4	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-7	0	1100100100	0.192182	10	4	2
run-nov-nk4-7	1	1101100000	0.708885	10	4	2
run-nov-nk4-7	2	1111110000	0.842645	10	4	2
run-nov-nk4-7	3	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-8	0	1010111010	0.709741	10	4	2
run-nov-nk4-8	1	1010111110	0.852399	10	4	2
run-nov-nk4-8	2	0010100111	0.867149	10	4	2
run-nov-nk4-8	3	1110011111	0.605363	10	4	2
run-nov-nk4-8	4	1110011000	0.648631	10	4	2
run-nov-nk4-8	5	1100110001	0.769584	10	4	2
run-nov-nk4-8	6	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-9	0	1000011010	0.428931	10	4	2
run-nov-nk4-9	1	0000111010	0.714067	10	4	2
run-nov-nk4-9	2	0000111011	0.781063	10	4	2
run-nov-nk4-9	3	1100011010	0.842599	10	4	2
run-nov-nk4-9	4	1100011000	0.849243	10	4	2
run-nov-nk4-9	5	0011100111	0.934299	10	4	2
run-nov-nk4-9	6	1010111000	0.752542	10	4	2
run-nov-nk4-9	7	1010101110	0.803058	10	4	2
run-nov-nk4-9	8	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-10	0	1001011000	0.585172	10	4	2
run-nov-nk4-10	1	1011010000	0.89683	10	4	2
run-nov-nk4-10	2	1001111111	0.620033	10	4	2
run-nov-nk4-10	3	0001011100	0.947289	10	4	2
run-nov-nk4-10	4	1011010000	0.89683	10	4	2
run-nov-nk4-10	5	1001000010	0.693098	10	4	2
run-nov-nk4-10	6	1101000000	0.753215	10	4	2
run-nov-nk4-10	7	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-11	0	0000011000	0.764638	10	4	2
run-nov-nk4-11	1	0000111001	0.856075	10	4	2
run-nov-nk4-11	2	0000111011	0.781063	10	4	2
run-nov-nk4-11	3	0100011000	0.921382	10	4	2
run-nov-nk4-11	4	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-12	0	0111101000	0.572457	10	4	2
run-nov-nk4-12	1	0111110000	0.739608	10	4	2
run-nov-nk4-12	2	1011010000	0.89683	10	4	2
run-nov-nk4-12	3	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-13	0	1000100101	0.579028	10	4	2
run-nov-nk4-13	1	1001100000	0.876585	10	4	2
run-nov-nk4-13	2	1101000000	0.753215	10	4	2
run-nov-nk4-13	3	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-14	0	0000100101	0.496656	10	4	2
run-nov-nk4-14	1	1010110101	0.679898	10	4	2
run-nov-nk4-14	2	1101100000	0.708885	10	4	2
run-nov-nk4-14	3	0000111000	0.78908	10	4	2
run-nov-nk4-14	4	1010101111	0.754106	10	4	2
run-nov-nk4-14	5	1011100101	0.738087	10	4	2
run-nov-nk4-14	6	1101000010	0.684466	10	4	2
run-nov-nk4-14	7	1001111011	0.850277	10	4	2
run-nov-nk4-14	8	1000111011	0.637421	10	4	2
run-nov-nk4-14	9	0000111011	0.781063	10	4	2
run-nov-nk4-14	10	1011010110	0.781259	10	4	2
run-nov-nk4-14	11	1111010100	0.860409	10	4	2
run-nov-nk4-14	12	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-15	0	0111110010	0.820959	10	4	2
run-nov-nk4-15	1	0111010000	0.890156	10	4	2
run-nov-nk4-15	2	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-16	0	0000010001	0.741549	10	4	2
run-nov-nk4-16	1	0000110001	0.741779	10	4	2
run-nov-nk4-16	2	0011010001	0.681309	10	4	2
run-nov-nk4-16	3	1111010001	0.766639	10	4	2
run-nov-nk4-16	4	1101110001	0.802971	10	4	2
run-nov-nk4-16	5	1111010000	1.0	10	4	2
Tag	Gen	top_elite	fit	N	K	search_algo
run-nov-nk4-17	0	0001100001	0.588321	10	4	2
run-nov-nk4-17	1	0111110010	0.820959	10	4	2
run-nov-nk4-17	2	0001000101	0.891296	10	4	2
