Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-1	0	1100101001	0.620204	10	7	3
run-com-nk7-1	1	1101111001	0.803839	10	7	3
run-com-nk7-1	2	1101101011	0.908543	10	7	3
run-com-nk7-1	3	1101101011	0.908543	10	7	3
run-com-nk7-1	4	1101101011	0.908543	10	7	3
run-com-nk7-1	5	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-2	0	1111011001	0.422113	10	7	3
run-com-nk7-2	1	1011011000	0.810175	10	7	3
run-com-nk7-2	2	1011011000	0.810175	10	7	3
run-com-nk7-2	3	1000010101	0.873064	10	7	3
run-com-nk7-2	4	1010011000	0.80492	10	7	3
run-com-nk7-2	5	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-3	0	0100001101	0.467188	10	7	3
run-com-nk7-3	1	0100010111	0.794374	10	7	3
run-com-nk7-3	2	0010000111	0.825473	10	7	3
run-com-nk7-3	3	0110010001	0.902553	10	7	3
run-com-nk7-3	4	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-4	0	0100010010	0.563528	10	7	3
run-com-nk7-4	1	1100010010	0.89343	10	7	3
run-com-nk7-4	2	0001000100	0.73295	10	7	3
run-com-nk7-4	3	1100100000	0.896052	10	7	3
run-com-nk7-4	4	0011000100	0.959115	10	7	3
run-com-nk7-4	5	0011000100	0.959115	10	7	3
run-com-nk7-4	6	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-5	0	1000110111	0.286329	10	7	3
run-com-nk7-5	1	0000111111	0.752125	10	7	3
run-com-nk7-5	2	1000100101	0.763865	10	7	3
run-com-nk7-5	3	1100010010	0.89343	10	7	3
run-com-nk7-5	4	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-6	0	0001011011	0.640266	10	7	3
run-com-nk7-6	1	0001110011	0.694173	10	7	3
run-com-nk7-6	2	1011011010	0.85303	10	7	3
run-com-nk7-6	3	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-7	0	1110100011	0.570402	10	7	3
run-com-nk7-7	1	1100010010	0.89343	10	7	3
run-com-nk7-7	2	1100010010	0.89343	10	7	3
run-com-nk7-7	3	1110000011	0.829074	10	7	3
run-com-nk7-7	4	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-8	0	0100001001	0.680667	10	7	3
run-com-nk7-8	1	0110001001	0.774352	10	7	3
run-com-nk7-8	2	0101100101	0.713404	10	7	3
run-com-nk7-8	3	0011100011	0.816628	10	7	3
run-com-nk7-8	4	0010100011	0.845724	10	7	3
run-com-nk7-8	5	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-9	0	1001000010	0.158363	10	7	3
run-com-nk7-9	1	1101010010	0.803794	10	7	3
run-com-nk7-9	2	1101010010	0.803794	10	7	3
run-com-nk7-9	3	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-10	0	1110001111	0.394888	10	7	3
run-com-nk7-10	1	1110011111	0.86933	10	7	3
run-com-nk7-10	2	1110011111	0.86933	10	7	3
run-com-nk7-10	3	1111000011	0.858401	10	7	3
run-com-nk7-10	4	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-11	0	0101101101	0.487538	10	7	3
run-com-nk7-11	1	0101101011	0.761973	10	7	3
run-com-nk7-11	2	1000111110	0.889295	10	7	3
run-com-nk7-11	3	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-12	0	0001111001	0.605785	10	7	3
run-com-nk7-12	1	0001111010	0.786624	10	7	3
run-com-nk7-12	2	1010011000	0.80492	10	7	3
run-com-nk7-12	3	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-13	0	0110110101	0.228152	10	7	3
run-com-nk7-13	1	0110110001	0.76304	10	7	3
run-com-nk7-13	2	1111000111	0.800268	10	7	3
run-com-nk7-13	3	0011000111	0.867569	10	7	3
run-com-nk7-13	4	0011000111	0.867569	10	7	3
run-com-nk7-13	5	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-14	0	0000111100	0.406588	10	7	3
run-com-nk7-14	1	0000111111	0.752125	10	7	3
run-com-nk7-14	2	1000111110	0.889295	10	7	3
run-com-nk7-14	3	1000111110	0.889295	10	7	3
run-com-nk7-14	4	1000111110	0.889295	10	7	3
run-com-nk7-14	5	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-15	0	1000101001	0.331163	10	7	3
run-com-nk7-15	1	1000101011	0.783217	10	7	3
run-com-nk7-15	2	1101101011	0.908543	10	7	3
run-com-nk7-15	3	1101101011	0.908543	10	7	3
run-com-nk7-15	4	0011100111	1.0	10	7	3
Tag	Gen	top_elite	fit	N	K	search_algo
run-com-nk7-16	0	1111011001	0.422113	10	7	3
run-com-nk7-16	1	1110011111	0.86933	10	7	3
run-com-nk7-16	2	0111101100	0.910338	10	7	3
run-com-nk7-16	3	0111101100	0.910338	10	7	3
run-com-nk7-16	4	0111101100	0.910338	10	7	3
run-com-nk7-16	5	0111101100	0.910338	10	7	3
