Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk3-1	0	0101010110	0.564642	10	3	1
run-obj-nk3-1	1	0100010110	0.75281	10	3	1
run-obj-nk3-1	2	1001010110	0.902647	10	3	1
run-obj-nk3-1	3	1001010110	0.902647	10	3	1
run-obj-nk3-1	4	1011000110	0.970346	10	3	1
run-obj-nk3-1	5	1011000110	0.970346	10	3	1
run-obj-nk3-1	6	1011011110	0.979351	10	3	1
run-obj-nk3-1	7	1011011110	0.979351	10	3	1
run-obj-nk3-1	8	1011011110	0.979351	10	3	1
run-obj-nk3-1	9	1011011110	0.979351	10	3	1
run-obj-nk3-1	10	1011011110	0.979351	10	3	1
run-obj-nk3-1	11	1011011110	0.979351	10	3	1
run-obj-nk3-1	12	1011011110	0.979351	10	3	1
run-obj-nk3-1	13	1011011110	0.979351	10	3	1
run-obj-nk3-1	14	1011011110	0.979351	10	3	1
run-obj-nk3-1	15	1011011110	0.979351	10	3	1
run-obj-nk3-1	16	0011111111	1.0	10	3	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk3-2	0	1100100000	0.531071	10	3	1
run-obj-nk3-2	1	1101111000	0.837017	10	3	1
run-obj-nk3-2	2	1111111000	0.864708	10	3	1
run-obj-nk3-2	3	1011111110	0.976679	10	3	1
run-obj-nk3-2	4	1011111110	0.976679	10	3	1
run-obj-nk3-2	5	0011111111	1.0	10	3	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk3-3	0	1100010110	0.557672	10	3	1
run-obj-nk3-3	1	0100010100	0.829416	10	3	1
run-obj-nk3-3	2	1001010110	0.902647	10	3	1
run-obj-nk3-3	3	1001010110	0.902647	10	3	1
run-obj-nk3-3	4	1001010110	0.902647	10	3	1
run-obj-nk3-3	5	1001010110	0.902647	10	3	1
run-obj-nk3-3	6	1001010110	0.902647	10	3	1
run-obj-nk3-3	7	1011011110	0.979351	10	3	1
run-obj-nk3-3	8	1011011110	0.979351	10	3	1
run-obj-nk3-3	9	1011011110	0.979351	10	3	1
run-obj-nk3-3	10	1011011110	0.979351	10	3	1
run-obj-nk3-3	11	1011011110	0.979351	10	3	1
run-obj-nk3-3	12	1011011110	0.979351	10	3	1
run-obj-nk3-3	13	1011011110	0.979351	10	3	1
run-obj-nk3-3	14	1011011110	0.979351	10	3	1
run-obj-nk3-3	15	1011011110	0.979351	10	3	1
run-obj-nk3-3	16	1011011110	0.979351	10	3	1
run-obj-nk3-3	17	1011011110	0.979351	10	3	1
run-obj-nk3-3	18	1011011110	0.979351	10	3	1
run-obj-nk3-3	19	1011011110	0.979351	10	3	1
run-obj-nk3-3	20	1011011110	0.979351	10	3	1
run-obj-nk3-3	21	1011011110	0.979351	10	3	1
run-obj-nk3-3	22	1011011110	0.979351	10	3	1
run-obj-nk3-3	23	1011011110	0.979351	10	3	1
run-obj-nk3-3	24	1011011110	0.979351	10	3	1
run-obj-nk3-3	25	1011011110	0.979351	10	3	1
run-obj-nk3-3	26	1011011110	0.979351	10	3	1
run-obj-nk3-3	27	1011011110	0.979351	10	3	1
run-obj-nk3-3	28	1011011110	0.979351	10	3	1
run-obj-nk3-3	29	1011011110	0.979351	10	3	1
run-obj-nk3-3	30	1011011110	0.979351	10	3	1
run-obj-nk3-3	31	1011011110	0.979351	10	3	1
run-obj-nk3-3	32	1011011110	0.979351	10	3	1
run-obj-nk3-3	33	1011011110	0.979351	10	3	1
run-obj-nk3-3	34	1011011110	0.979351	10	3	1
run-obj-nk3-3	35	1011011110	0.979351	10	3	1
run-obj-nk3-3	36	0011111111	1.0	10	3	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk3-4	0	1101000110	0.518212	10	3	1
run-obj-nk3-4	1	1001000110	0.715507	10	3	1
run-obj-nk3-4	2	1011000110	0.970346	10	3	1
run-obj-nk3-4	3	1011011110	0.979351	10	3	1
run-obj-nk3-4	4	1011011110	0.979351	10	3	1
run-obj-nk3-4	5	1011011110	0.979351	10	3	1
run-obj-nk3-4	6	1011011110	0.979351	10	3	1
run-obj-nk3-4	7	0011111111	1.0	10	3	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk3-5	0	1011110011	0.346385	10	3	1
run-obj-nk3-5	1	1011111010	0.841304	10	3	1
run-obj-nk3-5	2	1111111010	0.851925	10	3	1
run-obj-nk3-5	3	1011111110	0.976679	10	3	1
run-obj-nk3-5	4	1011111110	0.976679	10	3	1
run-obj-nk3-5	5	1011111110	0.976679	10	3	1
run-obj-nk3-5	6	1011011110	0.979351	10	3	1
run-obj-nk3-5	7	1011011110	0.979351	10	3	1
run-obj-nk3-5	8	1011011110	0.979351	10	3	1
run-obj-nk3-5	9	0011111111	1.0	10	3	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk3-6	0	0101100011	0.437379	10	3	1
run-obj-nk3-6	1	0101111011	0.760128	10	3	1
