tag	id	haplotype	fitness	fit_norm	local_peak	global_peak	N	K
nk-1	H0000	0000000000	0.551505	0.482950	0	0	10	1
nk-1	H0001	0000000001	0.582382	0.572489	0	0	10	1
nk-1	H0002	0000000010	0.484531	0.288735	0	0	10	1
nk-1	H0003	0000000011	0.480265	0.276363	0	0	10	1
nk-1	H0004	0000000100	0.519130	0.389067	0	0	10	1
nk-1	H0005	0000000101	0.550007	0.478606	0	0	10	1
nk-1	H0006	0000000110	0.452156	0.194852	0	0	10	1
nk-1	H0007	0000000111	0.447890	0.182479	0	0	10	1
nk-1	H0008	0000001000	0.648627	0.764592	0	0	10	1
nk-1	H0009	0000001001	0.679504	0.854132	0	0	10	1
nk-1	H0010	0000001010	0.581653	0.570377	0	0	10	1
nk-1	H0011	0000001011	0.577387	0.558005	0	0	10	1
nk-1	H0012	0000001100	0.591631	0.599310	0	0	10	1
nk-1	H0013	0000001101	0.622507	0.688849	0	0	10	1
nk-1	H0014	0000001110	0.524657	0.405095	0	0	10	1
nk-1	H0015	0000001111	0.520391	0.392723	0	0	10	1
nk-1	H0016	0000010000	0.561084	0.510730	0	0	10	1
nk-1	H0017	0000010001	0.591961	0.600269	0	0	10	1
nk-1	H0018	0000010010	0.494111	0.316515	0	0	10	1
nk-1	H0019	0000010011	0.489844	0.304142	0	0	10	1
nk-1	H0020	0000010100	0.528709	0.416846	0	0	10	1
nk-1	H0021	0000010101	0.559586	0.506385	0	0	10	1
nk-1	H0022	0000010110	0.461736	0.222631	0	0	10	1
nk-1	H0023	0000010111	0.457469	0.210259	0	0	10	1
nk-1	H0024	0000011000	0.658206	0.792372	0	0	10	1
nk-1	H0025	0000011001	0.689083	0.881911	0	0	10	1
nk-1	H0026	0000011010	0.591233	0.598157	0	0	10	1
nk-1	H0027	0000011011	0.586966	0.585785	0	0	10	1
nk-1	H0028	0000011100	0.601210	0.627090	0	0	10	1
nk-1	H0029	0000011101	0.632087	0.716629	0	0	10	1
nk-1	H0030	0000011110	0.534237	0.432875	0	0	10	1
nk-1	H0031	0000011111	0.529970	0.420502	0	0	10	1
nk-1	H0032	0000100000	0.488980	0.301636	0	0	10	1
nk-1	H0033	0000100001	0.519857	0.391175	0	0	10	1
nk-1	H0034	0000100010	0.422006	0.107421	0	0	10	1
nk-1	H0035	0000100011	0.417740	0.095048	0	0	10	1
nk-1	H0036	0000100100	0.592806	0.602718	0	0	10	1
nk-1	H0037	0000100101	0.623682	0.692257	0	0	10	1
nk-1	H0038	0000100110	0.525832	0.408503	0	0	10	1
nk-1	H0039	0000100111	0.521566	0.396130	0	0	10	1
nk-1	H0040	0000101000	0.586102	0.583278	0	0	10	1
nk-1	H0041	0000101001	0.616979	0.672817	0	0	10	1
nk-1	H0042	0000101010	0.519129	0.389063	0	0	10	1
nk-1	H0043	0000101011	0.514862	0.376691	0	0	10	1
nk-1	H0044	0000101100	0.665306	0.812961	0	0	10	1
nk-1	H0045	0000101101	0.696183	0.902500	0	0	10	1
