Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk9-1	0	0110001101	0.568132	10	9	1
run-obj-nk9-1	1	0010011101	0.806189	10	9	1
run-obj-nk9-1	2	0010011101	0.806189	10	9	1
run-obj-nk9-1	3	0010011101	0.806189	10	9	1
run-obj-nk9-1	4	0010011101	0.806189	10	9	1
run-obj-nk9-1	5	0000110100	0.879011	10	9	1
run-obj-nk9-1	6	0010010110	0.891687	10	9	1
run-obj-nk9-1	7	0010010110	0.891687	10	9	1
run-obj-nk9-1	8	0010010110	0.891687	10	9	1
run-obj-nk9-1	9	0010010110	0.891687	10	9	1
run-obj-nk9-1	10	0010010110	0.891687	10	9	1
run-obj-nk9-1	11	0010010110	0.891687	10	9	1
run-obj-nk9-1	12	0010010110	0.891687	10	9	1
run-obj-nk9-1	13	0010010110	0.891687	10	9	1
run-obj-nk9-1	14	0010010110	0.891687	10	9	1
run-obj-nk9-1	15	0010010110	0.891687	10	9	1
run-obj-nk9-1	16	0010010110	0.891687	10	9	1
run-obj-nk9-1	17	0010010110	0.891687	10	9	1
run-obj-nk9-1	18	0010010110	0.891687	10	9	1
run-obj-nk9-1	19	0010010110	0.891687	10	9	1
run-obj-nk9-1	20	0010010110	0.891687	10	9	1
run-obj-nk9-1	21	1011011010	0.983718	10	9	1
run-obj-nk9-1	22	1011011010	0.983718	10	9	1
run-obj-nk9-1	23	1011011010	0.983718	10	9	1
run-obj-nk9-1	24	1011011010	0.983718	10	9	1
run-obj-nk9-1	25	1011011010	0.983718	10	9	1
run-obj-nk9-1	26	1011011010	0.983718	10	9	1
run-obj-nk9-1	27	1011011010	0.983718	10	9	1
run-obj-nk9-1	28	1011011010	0.983718	10	9	1
run-obj-nk9-1	29	1011011010	0.983718	10	9	1
run-obj-nk9-1	30	1011011010	0.983718	10	9	1
run-obj-nk9-1	31	1011011010	0.983718	10	9	1
run-obj-nk9-1	32	1011011010	0.983718	10	9	1
run-obj-nk9-1	33	1011011010	0.983718	10	9	1
run-obj-nk9-1	34	1011011010	0.983718	10	9	1
run-obj-nk9-1	35	1011011010	0.983718	10	9	1
run-obj-nk9-1	36	1011011010	0.983718	10	9	1
run-obj-nk9-1	37	1011011010	0.983718	10	9	1
run-obj-nk9-1	38	1011011010	0.983718	10	9	1
run-obj-nk9-1	39	1011011010	0.983718	10	9	1
run-obj-nk9-1	40	1011011010	0.983718	10	9	1
run-obj-nk9-1	41	1011011010	0.983718	10	9	1
run-obj-nk9-1	42	1011011010	0.983718	10	9	1
run-obj-nk9-1	43	1011011010	0.983718	10	9	1
run-obj-nk9-1	44	1011011010	0.983718	10	9	1
run-obj-nk9-1	45	1011011010	0.983718	10	9	1
run-obj-nk9-1	46	1011011010	0.983718	10	9	1
run-obj-nk9-1	47	1011011010	0.983718	10	9	1
run-obj-nk9-1	48	1011011010	0.983718	10	9	1
run-obj-nk9-1	49	1011011010	0.983718	10	9	1
run-obj-nk9-1	50	1011011010	0.983718	10	9	1
run-obj-nk9-1	51	1011011010	0.983718	10	9	1
run-obj-nk9-1	52	1011011010	0.983718	10	9	1
run-obj-nk9-1	53	1011011010	0.983718	10	9	1
run-obj-nk9-1	54	1011011010	0.983718	10	9	1
run-obj-nk9-1	55	1011011010	0.983718	10	9	1
run-obj-nk9-1	56	1011011010	0.983718	10	9	1
run-obj-nk9-1	57	1011011010	0.983718	10	9	1
run-obj-nk9-1	58	1011011010	0.983718	10	9	1
run-obj-nk9-1	59	1011011010	0.983718	10	9	1
run-obj-nk9-1	60	1011011010	0.983718	10	9	1
run-obj-nk9-1	61	1011011010	0.983718	10	9	1
run-obj-nk9-1	62	1011011010	0.983718	10	9	1
run-obj-nk9-1	63	1011011010	0.983718	10	9	1
run-obj-nk9-1	64	1011011010	0.983718	10	9	1
run-obj-nk9-1	65	1011011010	0.983718	10	9	1
run-obj-nk9-1	66	1011011010	0.983718	10	9	1
run-obj-nk9-1	67	1011011010	0.983718	10	9	1
run-obj-nk9-1	68	1011011010	0.983718	10	9	1
run-obj-nk9-1	69	1011011010	0.983718	10	9	1
run-obj-nk9-1	70	1011011010	0.983718	10	9	1
run-obj-nk9-1	71	1011011010	0.983718	10	9	1
run-obj-nk9-1	72	1011011010	0.983718	10	9	1
run-obj-nk9-1	73	1011011010	0.983718	10	9	1
run-obj-nk9-1	74	1011011010	0.983718	10	9	1
run-obj-nk9-1	75	1011011010	0.983718	10	9	1
run-obj-nk9-1	76	1011011010	0.983718	10	9	1
run-obj-nk9-1	77	1011011010	0.983718	10	9	1
run-obj-nk9-1	78	1011011010	0.983718	10	9	1
run-obj-nk9-1	79	1011011010	0.983718	10	9	1
run-obj-nk9-1	80	1011011010	0.983718	10	9	1
run-obj-nk9-1	81	1011011010	0.983718	10	9	1
run-obj-nk9-1	82	1011011010	0.983718	10	9	1
run-obj-nk9-1	83	1011011010	0.983718	10	9	1
run-obj-nk9-1	84	1011011010	0.983718	10	9	1
run-obj-nk9-1	85	1011011010	0.983718	10	9	1
run-obj-nk9-1	86	1011011010	0.983718	10	9	1
run-obj-nk9-1	87	1011011010	0.983718	10	9	1
run-obj-nk9-1	88	1011011010	0.983718	10	9	1
run-obj-nk9-1	89	1011011010	0.983718	10	9	1
run-obj-nk9-1	90	1011011010	0.983718	10	9	1
run-obj-nk9-1	91	1011011010	0.983718	10	9	1
run-obj-nk9-1	92	1011011010	0.983718	10	9	1
run-obj-nk9-1	93	1011011010	0.983718	10	9	1
run-obj-nk9-1	94	1011011010	0.983718	10	9	1
run-obj-nk9-1	95	1011011010	0.983718	10	9	1
run-obj-nk9-1	96	1011011010	0.983718	10	9	1
run-obj-nk9-1	97	1011011010	0.983718	10	9	1
run-obj-nk9-1	98	1011011010	0.983718	10	9	1
run-obj-nk9-1	99	1011011010	0.983718	10	9	1
Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk9-2	0	1010000011	0.537436	10	9	1
run-obj-nk9-2	1	1101000011	0.851163	10	9	1
run-obj-nk9-2	2	1101110110	0.849376	10	9	1
run-obj-nk9-2	3	0001000011	0.902488	10	9	1
run-obj-nk9-2	4	1001011101	0.982613	10	9	1
run-obj-nk9-2	5	1001011101	0.982613	10	9	1
run-obj-nk9-2	6	1001011101	0.982613	10	9	1
