tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial1	0	GQGH	0.0	1
alg1-trial1	1	FTGS	2.135197592	1
alg1-trial1	2	FTGS	2.135197592	1
alg1-trial1	3	FTGS	2.135197592	1
alg1-trial1	4	FTGS	2.135197592	1
alg1-trial1	5	FTGS	2.135197592	1
alg1-trial1	6	FTGS	2.135197592	1
alg1-trial1	7	FTGS	2.135197592	1
alg1-trial1	8	FTGS	2.135197592	1
alg1-trial1	9	FTGS	2.135197592	1
alg1-trial1	10	FTGS	2.135197592	1
alg1-trial1	11	WTFV	2.937378804	1
alg1-trial1	12	WTFV	2.937378804	1
alg1-trial1	13	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial2	0	YELH	0.003844086	1
alg1-trial2	1	YEFV	0.911950005	1
alg1-trial2	2	WLFV	2.842463322	1
alg1-trial2	3	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial3	0	VLGH	0.019758095	1
alg1-trial3	1	FLGS	1.440974496	1
alg1-trial3	2	WLLV	1.63624738	1
alg1-trial3	3	FTGS	2.135197592	1
alg1-trial3	4	WLFV	2.842463322	1
alg1-trial3	5	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial4	0	YTYV	0.01410723	1
alg1-trial4	1	WLFV	2.842463322	1
alg1-trial4	2	WLFV	2.842463322	1
alg1-trial4	3	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial5	0	VLGV	0.907305261	1
alg1-trial5	1	VTGV	1.165465363	1
alg1-trial5	2	WDLV	2.086983134	1
alg1-trial5	3	FTGS	2.135197592	1
alg1-trial5	4	WDFV	2.552753314	1
alg1-trial5	5	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial6	0	VQFH	0.0089375	1
alg1-trial6	1	YQGS	1.433541365	1
alg1-trial6	2	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial7	0	FTLP	0.006695165	1
alg1-trial7	1	FTGS	2.135197592	1
alg1-trial7	2	WTFV	2.937378804	1
alg1-trial7	3	WTFV	2.937378804	1
alg1-trial7	4	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial8	0	YELY	0.00240424	1
alg1-trial8	1	FQGV	0.737284171	1
alg1-trial8	2	WELV	1.17292055	1
alg1-trial8	3	FQGS	1.853041677	1
alg1-trial8	4	WDLV	2.086983134	1
alg1-trial8	5	FTGS	2.135197592	1
alg1-trial8	6	WDFV	2.552753314	1
alg1-trial8	7	WDFV	2.552753314	1
alg1-trial8	8	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial9	0	WECP	0.010202297	1
alg1-trial9	1	VDGS	0.495759852	1
alg1-trial9	2	WEFV	2.09762032	1
alg1-trial9	3	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial10	0	YELP	0.005589604	1
alg1-trial10	1	FDGS	1.520233412	1
alg1-trial10	2	WLFV	2.842463322	1
alg1-trial10	3	WLFV	2.842463322	1
alg1-trial10	4	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial11	0	GEGY	0.001691872	1
alg1-trial11	1	YTGS	1.361880409	1
alg1-trial11	2	WTFV	2.937378804	1
alg1-trial11	3	WTFV	2.937378804	1
alg1-trial11	4	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial12	0	VLLY	0.004067189	1
alg1-trial12	1	WQLV	2.047315697	1
alg1-trial12	2	WQLV	2.047315697	1
alg1-trial12	3	WDLV	2.086983134	1
alg1-trial12	4	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial13	0	YTYV	0.01410723	1
alg1-trial13	1	YTFV	1.080334619	1
alg1-trial13	2	WTFV	2.937378804	1
alg1-trial13	3	WTFV	2.937378804	1
alg1-trial13	4	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial14	0	GDLS	0.001280763	1
alg1-trial14	1	WDLV	2.086983134	1
alg1-trial14	2	WDLV	2.086983134	1
alg1-trial14	3	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial15	0	YDLV	0.31343535	1
alg1-trial15	1	WDLV	2.086983134	1
alg1-trial15	2	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial16	0	VQYH	0.0	1
alg1-trial16	1	VDCS	0.241626098	1
alg1-trial16	2	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial17	0	GDCH	0.0	1
alg1-trial17	1	VDCS	0.241626098	1
alg1-trial17	2	FDGS	1.520233412	1
alg1-trial17	3	FDGS	1.520233412	1
alg1-trial17	4	WDFV	2.552753314	1
alg1-trial17	5	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial18	0	GTGY	0.006695165	1
alg1-trial18	1	FTGS	2.135197592	1
alg1-trial18	2	FTGS	2.135197592	1
alg1-trial18	3	FTGS	2.135197592	1
alg1-trial18	4	FTGS	2.135197592	1
alg1-trial18	5	FTGS	2.135197592	1
alg1-trial18	6	FTGS	2.135197592	1
alg1-trial18	7	FTGS	2.135197592	1
alg1-trial18	8	FTGS	2.135197592	1
alg1-trial18	9	FTGS	2.135197592	1
alg1-trial18	10	FTGS	2.135197592	1
alg1-trial18	11	FTGS	2.135197592	1
alg1-trial18	12	FTGS	2.135197592	1
alg1-trial18	13	FTGS	2.135197592	1
alg1-trial18	14	FTGS	2.135197592	1
alg1-trial18	15	WTFV	2.937378804	1
alg1-trial18	16	WTFV	2.937378804	1
alg1-trial18	17	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial19	0	GQFH	0.0	1
alg1-trial19	1	WQGH	0.021380108	1
alg1-trial19	2	YQGS	1.433541365	1
alg1-trial19	3	FQGS	1.853041677	1
alg1-trial19	4	FTGS	2.135197592	1
alg1-trial19	5	FTGS	2.135197592	1
alg1-trial19	6	FTGS	2.135197592	1
alg1-trial19	7	FTGS	2.135197592	1
alg1-trial19	8	FTGS	2.135197592	1
alg1-trial19	9	FTGS	2.135197592	1
alg1-trial19	10	FTGS	2.135197592	1
alg1-trial19	11	FTGS	2.135197592	1
alg1-trial19	12	FTGS	2.135197592	1
alg1-trial19	13	FTGS	2.135197592	1
alg1-trial19	14	FTGS	2.135197592	1
alg1-trial19	15	FTGS	2.135197592	1
alg1-trial19	16	FTGS	2.135197592	1
alg1-trial19	17	FTGS	2.135197592	1
alg1-trial19	18	FTGS	2.135197592	1
alg1-trial19	19	FTGS	2.135197592	1
alg1-trial19	20	WLFV	2.842463322	1
alg1-trial19	21	WTFV	2.937378804	1
alg1-trial19	22	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial20	0	YQLV	0.517922991	1
alg1-trial20	1	WQLV	2.047315697	1
alg1-trial20	2	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial21	0	WTCP	0.011690758	1
alg1-trial21	1	WTLV	1.331966746	1
alg1-trial21	2	WTFV	2.937378804	1
alg1-trial21	3	WTFV	2.937378804	1
alg1-trial21	4	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial22	0	YEFY	0.002855035	1
alg1-trial22	1	YEFV	0.911950005	1
alg1-trial22	2	WEFV	2.09762032	1
alg1-trial22	3	WLFV	2.842463322	1
alg1-trial22	4	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial23	0	VDFS	0.06825	1
alg1-trial23	1	FLGS	1.440974496	1
alg1-trial23	2	WDFV	2.552753314	1
alg1-trial23	3	WDFV	2.552753314	1
alg1-trial23	4	WLFV	2.842463322	1
alg1-trial23	5	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial24	0	FTGY	0.032133908	1
alg1-trial24	1	FTGS	2.135197592	1
alg1-trial24	2	FTGS	2.135197592	1
alg1-trial24	3	FTGS	2.135197592	1
alg1-trial24	4	FTGS	2.135197592	1
alg1-trial24	5	FTGS	2.135197592	1
alg1-trial24	6	FTGS	2.135197592	1
alg1-trial24	7	FTGS	2.135197592	1
alg1-trial24	8	FTGS	2.135197592	1
alg1-trial24	9	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial25	0	WLYY	0.001921706	1
alg1-trial25	1	WTFV	2.937378804	1
alg1-trial25	2	WTFV	2.937378804	1
alg1-trial25	3	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial26	0	FLYP	0.004593575	1
alg1-trial26	1	WDCV	0.836044628	1
alg1-trial26	2	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial27	0	WDCV	0.836044628	1
alg1-trial27	1	WDFV	2.552753314	1
alg1-trial27	2	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial28	0	FLCV	0.137403255	1
alg1-trial28	1	WLFV	2.842463322	1
alg1-trial28	2	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial29	0	YQYH	0.001851914	1
alg1-trial29	1	YQFV	1.511755815	1
alg1-trial29	2	YQFV	1.511755815	1
alg1-trial29	3	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial30	0	WQCY	0.014000328	1
alg1-trial30	1	WQCV	0.885170578	1
alg1-trial30	2	WTFV	2.937378804	1
alg1-trial30	3	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial31	0	WDGV	0.010396949	1
alg1-trial31	1	WTFV	2.937378804	1
alg1-trial31	2	WTFV	2.937378804	1
alg1-trial31	3	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial32	0	GLLS	0.00246367	1
alg1-trial32	1	YQGS	1.433541365	1
alg1-trial32	2	FQGS	1.853041677	1
alg1-trial32	3	FQGS	1.853041677	1
alg1-trial32	4	FTGS	2.135197592	1
alg1-trial32	5	FTGS	2.135197592	1
alg1-trial32	6	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial33	0	VLCY	0.006286315	1
alg1-trial33	1	WLCS	0.298643336	1
alg1-trial33	2	YTGS	1.361880409	1
alg1-trial33	3	FTGS	2.135197592	1
alg1-trial33	4	WLFV	2.842463322	1
alg1-trial33	5	WLFV	2.842463322	1
alg1-trial33	6	WQFV	3.230076565	1
tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial34	0	FTLV	0.093026007	1
alg1-trial34	1	WTFV	2.937378804	1
alg1-trial34	2	WTFV	2.937378804	1
