tag	gen	elite_hap	elite_fitness	algorithm
alg1-trial1	0	RWIR	0.00271369638427	1
alg1-trial1	1	RWID	0.0304033803820425	1
alg1-trial1	2	RCYT	0.138574571963	1
alg1-trial1	3	RCYT	0.138574571963	1
alg1-trial1	4	IAAG	3.56901589226	1
alg1-trial1	5	LRLT	4.60007603409	1
alg1-trial1	6	YRLG	4.72770042918	1
alg1-trial1	7	IAAA	5.86918643515	1
alg1-trial1	8	IWAA	6.04207763853	1
alg1-trial1	9	WWLT	6.68972969433	1
alg1-trial1	10	WWLT	6.68972969433	1
alg1-trial1	11	WWLT	6.68972969433	1
alg1-trial1	12	WWLC	6.85754319766	1
alg1-trial1	13	WWLC	6.85754319766	1
alg1-trial1	14	WWLC	6.85754319766	1
alg1-trial1	15	WWLG	6.87794904259	1
alg1-trial1	16	WWLG	6.87794904259	1
alg1-trial1	17	WWLG	6.87794904259	1
alg1-trial1	18	FWLG	7.31265639682	1
alg1-trial1	19	FWLG	7.31265639682	1
alg1-trial1	20	FWLG	7.31265639682	1
alg1-trial1	21	FWLG	7.31265639682	1
alg1-trial1	22	FWLG	7.31265639682	1
alg1-trial1	23	FWLG	7.31265639682	1
alg1-trial1	24	FWLG	7.31265639682	1
alg1-trial1	25	FWLG	7.31265639682	1
alg1-trial1	26	FWLG	7.31265639682	1
alg1-trial1	27	FWLG	7.31265639682	1
alg1-trial1	28	FWLG	7.31265639682	1
alg1-trial1	29	FWLG	7.31265639682	1
alg1-trial1	30	FWLG	7.31265639682	1
alg1-trial1	31	FWLG	7.31265639682	1
alg1-trial1	32	FWLG	7.31265639682	1
alg1-trial1	33	FWLG	7.31265639682	1
alg1-trial1	34	FWLG	7.31265639682	1
alg1-trial1	35	FWLG	7.31265639682	1
alg1-trial1	36	FWLG	7.31265639682	1
alg1-trial1	37	FWLG	7.31265639682	1
alg1-trial1	38	FWAA	8.76196565571	1
alg1-trial1	39	FWAA	8.76196565571	1
alg1-trial1	40	FWAA	8.76196565571	1
alg1-trial1	41	FWAA	8.76196565571	1
alg1-trial1	42	FWAA	8.76196565571	1
alg1-trial1	43	FWAA	8.76196565571	1
alg1-trial1	44	FWAA	8.76196565571	1
alg1-trial1	45	FWAA	8.76196565571	1
alg1-trial1	46	FWAA	8.76196565571	1
alg1-trial1	47	FWAA	8.76196565571	1
alg1-trial1	48	FWAA	8.76196565571	1
alg1-trial1	49	FWAA	8.76196565571	1
alg1-trial1	50	FWAA	8.76196565571	1
alg1-trial1	51	FWAA	8.76196565571	1
alg1-trial1	52	FWAA	8.76196565571	1
alg1-trial1	53	FWAA	8.76196565571	1
alg1-trial1	54	FWAA	8.76196565571	1
alg1-trial1	55	FWAA	8.76196565571	1
alg1-trial1	56	FWAA	8.76196565571	1
alg1-trial1	57	FWAA	8.76196565571	1
alg1-trial1	58	FWAA	8.76196565571	1
alg1-trial1	59	FWAA	8.76196565571	1
alg1-trial1	60	FWAA	8.76196565571	1
alg1-trial1	61	FWAA	8.76196565571	1
alg1-trial1	62	FWAA	8.76196565571	1
alg1-trial1	63	FWAA	8.76196565571	1
alg1-trial1	64	FWAA	8.76196565571	1
alg1-trial1	65	FWAA	8.76196565571	1
alg1-trial1	66	FWAA	8.76196565571	1
alg1-trial1	67	FWAA	8.76196565571	1
alg1-trial1	68	FWAA	8.76196565571	1
alg1-trial1	69	FWAA	8.76196565571	1
alg1-trial1	70	FWAA	8.76196565571	1
alg1-trial1	71	FWAA	8.76196565571	1
alg1-trial1	72	FWAA	8.76196565571	1
alg1-trial1	73	FWAA	8.76196565571	1
alg1-trial1	74	FWAA	8.76196565571	1
alg1-trial1	75	FWAA	8.76196565571	1
alg1-trial1	76	FWAA	8.76196565571	1
alg1-trial1	77	FWAA	8.76196565571	1
alg1-trial1	78	FWAA	8.76196565571	1
alg1-trial1	79	FWAA	8.76196565571	1
alg1-trial1	80	FWAA	8.76196565571	1
alg1-trial1	81	FWAA	8.76196565571	1
alg1-trial1	82	FWAA	8.76196565571	1
