tag	id	haplotype	fitness	fit_norm	local_peak	global_peak	N	K
nk-6	H0000	0000000000	0.405692	0.319375	0	0	10	6
nk-6	H0001	0000000001	0.542605	0.564415	0	0	10	6
nk-6	H0002	0000000010	0.472840	0.439554	0	0	10	6
nk-6	H0003	0000000011	0.496305	0.481550	0	0	10	6
nk-6	H0004	0000000100	0.475356	0.444057	0	0	10	6
nk-6	H0005	0000000101	0.491757	0.473410	0	0	10	6
nk-6	H0006	0000000110	0.531833	0.545137	0	0	10	6
nk-6	H0007	0000000111	0.446850	0.393038	0	0	10	6
nk-6	H0008	0000001000	0.395970	0.301976	0	0	10	6
nk-6	H0009	0000001001	0.477888	0.448589	0	0	10	6
nk-6	H0010	0000001010	0.481477	0.455011	0	0	10	6
nk-6	H0011	0000001011	0.338230	0.198635	0	0	10	6
nk-6	H0012	0000001100	0.443078	0.386287	0	0	10	6
nk-6	H0013	0000001101	0.652792	0.761623	0	0	10	6
nk-6	H0014	0000001110	0.403937	0.316234	0	0	10	6
nk-6	H0015	0000001111	0.562041	0.599201	0	0	10	6
nk-6	H0016	0000010000	0.438954	0.378906	0	0	10	6
nk-6	H0017	0000010001	0.508567	0.503495	0	0	10	6
nk-6	H0018	0000010010	0.408876	0.325073	0	0	10	6
nk-6	H0019	0000010011	0.391487	0.293951	0	0	10	6
nk-6	H0020	0000010100	0.477950	0.448698	0	0	10	6
nk-6	H0021	0000010101	0.441984	0.384328	0	0	10	6
nk-6	H0022	0000010110	0.586508	0.642990	0	0	10	6
nk-6	H0023	0000010111	0.528699	0.539528	0	0	10	6
nk-6	H0024	0000011000	0.374494	0.263538	0	0	10	6
nk-6	H0025	0000011001	0.601170	0.669233	0	0	10	6
nk-6	H0026	0000011010	0.494592	0.478483	0	0	10	6
nk-6	H0027	0000011011	0.410344	0.327700	0	0	10	6
nk-6	H0028	0000011100	0.463081	0.422086	0	0	10	6
nk-6	H0029	0000011101	0.615489	0.694859	0	0	10	6
nk-6	H0030	0000011110	0.503810	0.494983	0	0	10	6
nk-6	H0031	0000011111	0.582213	0.635304	0	0	10	6
nk-6	H0032	0000100000	0.478489	0.449663	0	0	10	6
nk-6	H0033	0000100001	0.489720	0.469764	0	0	10	6
nk-6	H0034	0000100010	0.543408	0.565853	0	0	10	6
nk-6	H0035	0000100011	0.593996	0.656393	0	0	10	6
nk-6	H0036	0000100100	0.637298	0.733892	0	0	10	6
nk-6	H0037	0000100101	0.395835	0.301733	0	0	10	6
nk-6	H0038	0000100110	0.701267	0.848381	1	0	10	6
nk-6	H0039	0000100111	0.495647	0.480373	0	0	10	6
nk-6	H0040	0000101000	0.367726	0.251425	0	0	10	6
nk-6	H0041	0000101001	0.583443	0.637506	0	0	10	6
nk-6	H0042	0000101010	0.413728	0.333757	0	0	10	6
nk-6	H0043	0000101011	0.467455	0.429916	0	0	10	6
nk-6	H0044	0000101100	0.568882	0.611445	0	0	10	6
nk-6	H0045	0000101101	0.294134	0.119713	0	0	10	6
nk-6	H0046	0000101110	0.579165	0.629848	0	0	10	6
nk-6	H0047	0000101111	0.470855	0.436001	0	0	10	6
nk-6	H0048	0000110000	0.512902	0.511254	0	0	10	6
nk-6	H0049	0000110001	0.373847	0.262381	0	0	10	6
nk-6	H0050	0000110010	0.499486	0.487243	0	0	10	6
nk-6	H0051	0000110011	0.410155	0.327363	0	0	10	6
nk-6	H0052	0000110100	0.719483	0.880983	0	0	10	6
nk-6	H0053	0000110101	0.496796	0.482429	0	0	10	6
nk-6	H0054	0000110110	0.694703	0.836632	0	0	10	6
nk-6	H0055	0000110111	0.424081	0.352287	0	0	10	6
nk-6	H0056	0000111000	0.331029	0.185746	0	0	10	6
nk-6	H0057	0000111001	0.544403	0.567633	0	0	10	6
nk-6	H0058	0000111010	0.430513	0.363798	0	0	10	6
nk-6	H0059	0000111011	0.380059	0.273498	0	0	10	6
nk-6	H0060	0000111100	0.586802	0.643516	0	0	10	6
nk-6	H0061	0000111101	0.496753	0.482352	0	0	10	6
nk-6	H0062	0000111110	0.536126	0.552819	0	0	10	6
nk-6	H0063	0000111111	0.426800	0.357153	0	0	10	6
nk-6	H0064	0001000000	0.533868	0.548778	0	0	10	6
nk-6	H0065	0001000001	0.543594	0.566186	0	0	10	6
nk-6	H0066	0001000010	0.555426	0.587362	0	0	10	6
nk-6	H0067	0001000011	0.622383	0.707199	0	0	10	6
nk-6	H0068	0001000100	0.616739	0.697096	1	0	10	6
nk-6	H0069	0001000101	0.536333	0.553190	0	0	10	6
nk-6	H0070	0001000110	0.556340	0.588997	0	0	10	6
nk-6	H0071	0001000111	0.474965	0.443357	0	0	10	6
nk-6	H0072	0001001000	0.592421	0.653573	0	0	10	6
nk-6	H0073	0001001001	0.508508	0.503390	0	0	10	6
nk-6	H0074	0001001010	0.460977	0.418322	0	0	10	6
nk-6	H0075	0001001011	0.373849	0.262384	0	0	10	6
nk-6	H0076	0001001100	0.567981	0.609831	0	0	10	6
nk-6	H0077	0001001101	0.529457	0.540884	0	0	10	6
nk-6	H0078	0001001110	0.523198	0.529681	0	0	10	6
nk-6	H0079	0001001111	0.551958	0.581154	0	0	10	6
nk-6	H0080	0001010000	0.511244	0.508287	0	0	10	6
nk-6	H0081	0001010001	0.458771	0.414373	0	0	10	6
nk-6	H0082	0001010010	0.496790	0.482417	0	0	10	6
nk-6	H0083	0001010011	0.517108	0.518781	0	0	10	6
nk-6	H0084	0001010100	0.547472	0.573126	0	0	10	6
nk-6	H0085	0001010101	0.437683	0.376632	0	0	10	6
nk-6	H0086	0001010110	0.445565	0.390737	0	0	10	6
nk-6	H0087	0001010111	0.425163	0.354224	0	0	10	6
nk-6	H0088	0001011000	0.515058	0.515114	0	0	10	6
nk-6	H0089	0001011001	0.581004	0.633141	0	0	10	6
nk-6	H0090	0001011010	0.479420	0.451330	0	0	10	6
nk-6	H0091	0001011011	0.445506	0.390632	0	0	10	6
nk-6	H0092	0001011100	0.516123	0.517019	0	0	10	6
nk-6	H0093	0001011101	0.443278	0.386644	0	0	10	6
nk-6	H0094	0001011110	0.457622	0.412317	0	0	10	6
nk-6	H0095	0001011111	0.440479	0.381634	0	0	10	6
nk-6	H0096	0001100000	0.639779	0.738333	0	0	10	6
nk-6	H0097	0001100001	0.411852	0.330400	0	0	10	6
nk-6	H0098	0001100010	0.563882	0.602496	0	0	10	6
nk-6	H0099	0001100011	0.444887	0.389525	0	0	10	6
nk-6	H0100	0001100100	0.431628	0.365794	0	0	10	6
nk-6	H0101	0001100101	0.370721	0.256786	0	0	10	6
nk-6	H0102	0001100110	0.540138	0.560000	0	0	10	6
nk-6	H0103	0001100111	0.376276	0.266727	0	0	10	6
nk-6	H0104	0001101000	0.643824	0.745572	1	0	10	6
nk-6	H0105	0001101001	0.395228	0.300647	0	0	10	6
nk-6	H0106	0001101010	0.411732	0.330185	0	0	10	6
nk-6	H0107	0001101011	0.394950	0.300149	0	0	10	6
nk-6	H0108	0001101100	0.467088	0.429259	0	0	10	6
nk-6	H0109	0001101101	0.340614	0.202902	0	0	10	6
nk-6	H0110	0001101110	0.518981	0.522135	0	0	10	6
nk-6	H0111	0001101111	0.283258	0.100249	0	0	10	6
nk-6	H0112	0001110000	0.590009	0.649257	0	0	10	6
nk-6	H0113	0001110001	0.321024	0.167840	0	0	10	6
nk-6	H0114	0001110010	0.574998	0.622391	0	0	10	6
nk-6	H0115	0001110011	0.407880	0.323290	0	0	10	6
nk-6	H0116	0001110100	0.391566	0.294093	0	0	10	6
nk-6	H0117	0001110101	0.328210	0.180701	0	0	10	6
nk-6	H0118	0001110110	0.533316	0.547791	0	0	10	6
nk-6	H0119	0001110111	0.388361	0.288357	0	0	10	6
nk-6	H0120	0001111000	0.522944	0.529227	0	0	10	6
nk-6	H0121	0001111001	0.381232	0.275598	0	0	10	6
nk-6	H0122	0001111010	0.483556	0.458732	0	0	10	6
nk-6	H0123	0001111011	0.454386	0.406526	0	0	10	6
nk-6	H0124	0001111100	0.362761	0.242540	0	0	10	6
nk-6	H0125	0001111101	0.399761	0.308760	0	0	10	6
nk-6	H0126	0001111110	0.475685	0.444646	0	0	10	6
nk-6	H0127	0001111111	0.322855	0.171117	0	0	10	6
nk-6	H0128	0010000000	0.521859	0.527286	0	0	10	6
nk-6	H0129	0010000001	0.505409	0.497844	0	0	10	6
nk-6	H0130	0010000010	0.242267	0.026884	0	0	10	6
nk-6	H0131	0010000011	0.331434	0.186471	0	0	10	6
nk-6	H0132	0010000100	0.564198	0.603061	0	0	10	6
nk-6	H0133	0010000101	0.569818	0.613120	0	0	10	6
nk-6	H0134	0010000110	0.528139	0.538524	0	0	10	6
nk-6	H0135	0010000111	0.458056	0.413094	0	0	10	6
nk-6	H0136	0010001000	0.482336	0.456548	0	0	10	6
nk-6	H0137	0010001001	0.499283	0.486880	0	0	10	6
nk-6	H0138	0010001010	0.337517	0.197359	0	0	10	6
nk-6	H0139	0010001011	0.374081	0.262799	0	0	10	6
nk-6	H0140	0010001100	0.485290	0.461835	0	0	10	6
nk-6	H0141	0010001101	0.575002	0.622399	0	0	10	6
nk-6	H0142	0010001110	0.470028	0.434520	0	0	10	6
nk-6	H0143	0010001111	0.559529	0.594705	0	0	10	6
nk-6	H0144	0010010000	0.484205	0.459894	0	0	10	6
nk-6	H0145	0010010001	0.439643	0.380139	0	0	10	6
nk-6	H0146	0010010010	0.466788	0.428721	0	0	10	6
nk-6	H0147	0010010011	0.283625	0.100905	0	0	10	6
nk-6	H0148	0010010100	0.439889	0.380580	0	0	10	6
nk-6	H0149	0010010101	0.444353	0.388568	0	0	10	6
nk-6	H0150	0010010110	0.566878	0.607857	0	0	10	6
nk-6	H0151	0010010111	0.416013	0.337846	0	0	10	6
nk-6	H0152	0010011000	0.339670	0.201211	0	0	10	6
nk-6	H0153	0010011001	0.433539	0.369214	0	0	10	6
nk-6	H0154	0010011010	0.518396	0.521087	0	0	10	6
nk-6	H0155	0010011011	0.272301	0.080639	0	0	10	6
nk-6	H0156	0010011100	0.447022	0.393345	0	0	10	6
nk-6	H0157	0010011101	0.659964	0.774459	0	0	10	6
nk-6	H0158	0010011110	0.552149	0.581497	0	0	10	6
nk-6	H0159	0010011111	0.580160	0.631629	0	0	10	6
nk-6	H0160	0010100000	0.613595	0.691471	0	0	10	6
nk-6	H0161	0010100001	0.488535	0.467643	0	0	10	6
nk-6	H0162	0010100010	0.399622	0.308511	0	0	10	6
nk-6	H0163	0010100011	0.556342	0.589002	0	0	10	6
nk-6	H0164	0010100100	0.657017	0.769185	0	0	10	6
nk-6	H0165	0010100101	0.484955	0.461236	0	0	10	6
nk-6	H0166	0010100110	0.637780	0.734756	0	0	10	6
nk-6	H0167	0010100111	0.617053	0.697659	0	0	10	6
nk-6	H0168	0010101000	0.601049	0.669015	0	0	10	6
nk-6	H0169	0010101001	0.516952	0.518503	0	0	10	6
nk-6	H0170	0010101010	0.484573	0.460551	0	0	10	6
nk-6	H0171	0010101011	0.506628	0.500025	0	0	10	6
nk-6	H0172	0010101100	0.535355	0.551440	0	0	10	6
nk-6	H0173	0010101101	0.304460	0.138195	0	0	10	6
nk-6	H0174	0010101110	0.578848	0.629281	0	0	10	6
nk-6	H0175	0010101111	0.655599	0.766647	0	0	10	6
nk-6	H0176	0010110000	0.475345	0.444036	0	0	10	6
nk-6	H0177	0010110001	0.444815	0.389395	0	0	10	6
nk-6	H0178	0010110010	0.623254	0.708757	0	0	10	6
nk-6	H0179	0010110011	0.530168	0.542157	0	0	10	6
nk-6	H0180	0010110100	0.516130	0.517032	0	0	10	6
nk-6	H0181	0010110101	0.394015	0.298476	0	0	10	6
nk-6	H0182	0010110110	0.645405	0.748401	0	0	10	6
nk-6	H0183	0010110111	0.600097	0.667312	0	0	10	6
nk-6	H0184	0010111000	0.345652	0.211918	0	0	10	6
nk-6	H0185	0010111001	0.577051	0.626065	0	0	10	6
nk-6	H0186	0010111010	0.652428	0.760971	0	0	10	6
nk-6	H0187	0010111011	0.530280	0.542357	0	0	10	6
nk-6	H0188	0010111100	0.425058	0.354034	0	0	10	6
nk-6	H0189	0010111101	0.441210	0.382944	0	0	10	6
nk-6	H0190	0010111110	0.574403	0.621326	0	0	10	6
nk-6	H0191	0010111111	0.718581	0.879370	1	0	10	6
nk-6	H0192	0011000000	0.575254	0.622849	0	0	10	6
nk-6	H0193	0011000001	0.484725	0.460824	0	0	10	6
nk-6	H0194	0011000010	0.595816	0.659649	0	0	10	6
nk-6	H0195	0011000011	0.578790	0.629177	0	0	10	6
nk-6	H0196	0011000100	0.551516	0.580364	0	0	10	6
nk-6	H0197	0011000101	0.611099	0.687003	1	0	10	6
nk-6	H0198	0011000110	0.556845	0.589902	0	0	10	6
nk-6	H0199	0011000111	0.489080	0.468619	0	0	10	6
nk-6	H0200	0011001000	0.604005	0.674306	1	0	10	6
nk-6	H0201	0011001001	0.508229	0.502891	0	0	10	6
nk-6	H0202	0011001010	0.587981	0.645626	0	0	10	6
nk-6	H0203	0011001011	0.530978	0.543606	0	0	10	6
nk-6	H0204	0011001100	0.456128	0.409643	0	0	10	6
nk-6	H0205	0011001101	0.448373	0.395764	0	0	10	6
nk-6	H0206	0011001110	0.593489	0.655485	0	0	10	6
nk-6	H0207	0011001111	0.552354	0.581864	0	0	10	6
nk-6	H0208	0011010000	0.642213	0.742690	0	0	10	6
nk-6	H0209	0011010001	0.530380	0.542535	0	0	10	6
nk-6	H0210	0011010010	0.708112	0.860632	1	0	10	6
