Tag	Gen	top_elite	fit	N	K	search_algo
run-obj-nk7-1	0	1111010011	0.472434	10	7	1
run-obj-nk7-1	1	1111000011	0.858401	10	7	1
run-obj-nk7-1	2	1111000011	0.858401	10	7	1
run-obj-nk7-1	3	1111000011	0.858401	10	7	1
run-obj-nk7-1	4	1110000110	0.874727	10	7	1
run-obj-nk7-1	5	1110000110	0.874727	10	7	1
run-obj-nk7-1	6	1110000110	0.874727	10	7	1
run-obj-nk7-1	7	0110010001	0.902553	10	7	1
run-obj-nk7-1	8	0110010001	0.902553	10	7	1
run-obj-nk7-1	9	0110010001	0.902553	10	7	1
run-obj-nk7-1	10	0110010001	0.902553	10	7	1
run-obj-nk7-1	11	0110010001	0.902553	10	7	1
run-obj-nk7-1	12	0110010001	0.902553	10	7	1
run-obj-nk7-1	13	0110010001	0.902553	10	7	1
run-obj-nk7-1	14	0110010001	0.902553	10	7	1
run-obj-nk7-1	15	0110010001	0.902553	10	7	1
run-obj-nk7-1	16	0110010001	0.902553	10	7	1
run-obj-nk7-1	17	0110010001	0.902553	10	7	1
run-obj-nk7-1	18	0110010001	0.902553	10	7	1
run-obj-nk7-1	19	0110010001	0.902553	10	7	1
run-obj-nk7-1	20	0110010001	0.902553	10	7	1
run-obj-nk7-1	21	0110010001	0.902553	10	7	1
run-obj-nk7-1	22	0110010001	0.902553	10	7	1
run-obj-nk7-1	23	0110010001	0.902553	10	7	1
run-obj-nk7-1	24	0110010001	0.902553	10	7	1
run-obj-nk7-1	25	0110010001	0.902553	10	7	1
run-obj-nk7-1	26	0110010001	0.902553	10	7	1
run-obj-nk7-1	27	0110010001	0.902553	10	7	1
run-obj-nk7-1	28	0110010001	0.902553	10	7	1
run-obj-nk7-1	29	0110010001	0.902553	10	7	1
run-obj-nk7-1	30	0110010001	0.902553	10	7	1
run-obj-nk7-1	31	0110010001	0.902553	10	7	1
run-obj-nk7-1	32	0110010001	0.902553	10	7	1
run-obj-nk7-1	33	0110010001	0.902553	10	7	1
run-obj-nk7-1	34	0110010001	0.902553	10	7	1
run-obj-nk7-1	35	0110010001	0.902553	10	7	1
run-obj-nk7-1	36	0110010001	0.902553	10	7	1
run-obj-nk7-1	37	0110010001	0.902553	10	7	1
run-obj-nk7-1	38	0110010001	0.902553	10	7	1
run-obj-nk7-1	39	0110010001	0.902553	10	7	1
run-obj-nk7-1	40	0110010001	0.902553	10	7	1
run-obj-nk7-1	41	0110010001	0.902553	10	7	1
run-obj-nk7-1	42	0110010001	0.902553	10	7	1
run-obj-nk7-1	43	0110010001	0.902553	10	7	1
run-obj-nk7-1	44	0110010001	0.902553	10	7	1
run-obj-nk7-1	45	0110010001	0.902553	10	7	1
run-obj-nk7-1	46	0110010001	0.902553	10	7	1
run-obj-nk7-1	47	0110010001	0.902553	10	7	1
run-obj-nk7-1	48	0110010001	0.902553	10	7	1
run-obj-nk7-1	49	0110010001	0.902553	10	7	1
run-obj-nk7-1	50	0110010001	0.902553	10	7	1
run-obj-nk7-1	51	0110010001	0.902553	10	7	1
