tag	id	haplotype	fitness	fit_norm	local_peak	global_peak	N	K
test	H0000	0000000000	0.450301	0.402698	0	0	10	4
test	H0001	0000000001	0.492276	0.474700	0	0	10	4
test	H0002	0000000010	0.339062	0.211886	0	0	10	4
test	H0003	0000000011	0.429545	0.367095	0	0	10	4
test	H0004	0000000100	0.475921	0.446646	0	0	10	4
test	H0005	0000000101	0.493883	0.477456	0	0	10	4
test	H0006	0000000110	0.396145	0.309802	0	0	10	4
test	H0007	0000000111	0.462614	0.423819	0	0	10	4
test	H0008	0000001000	0.553963	0.580514	0	0	10	4
test	H0009	0000001001	0.640153	0.728358	0	0	10	4
test	H0010	0000001010	0.320724	0.180429	0	0	10	4
test	H0011	0000001011	0.495021	0.479408	0	0	10	4
test	H0012	0000001100	0.450131	0.402407	0	0	10	4
test	H0013	0000001101	0.499391	0.486905	0	0	10	4
test	H0014	0000001110	0.377569	0.277939	0	0	10	4
test	H0015	0000001111	0.514938	0.513572	0	0	10	4
test	H0016	0000010000	0.456481	0.413300	0	0	10	4
test	H0017	0000010001	0.502862	0.492858	0	0	10	4
test	H0018	0000010010	0.286735	0.122126	0	0	10	4
test	H0019	0000010011	0.337660	0.209481	0	0	10	4
test	H0020	0000010100	0.493734	0.477201	0	0	10	4
test	H0021	0000010101	0.549887	0.573522	1	0	10	4
test	H0022	0000010110	0.381725	0.285068	0	0	10	4
test	H0023	0000010111	0.442423	0.389184	0	0	10	4
test	H0024	0000011000	0.447405	0.397731	0	0	10	4
test	H0025	0000011001	0.602799	0.664283	0	0	10	4
test	H0026	0000011010	0.353087	0.235944	0	0	10	4
test	H0027	0000011011	0.552626	0.578220	0	0	10	4
test	H0028	0000011100	0.455673	0.411914	0	0	10	4
test	H0029	0000011101	0.503587	0.494101	0	0	10	4
test	H0030	0000011110	0.457809	0.415578	0	0	10	4
test	H0031	0000011111	0.549868	0.573490	0	0	10	4
test	H0032	0000100000	0.498638	0.485612	0	0	10	4
test	H0033	0000100001	0.388498	0.296685	0	0	10	4
test	H0034	0000100010	0.353679	0.236959	0	0	10	4
test	H0035	0000100011	0.374635	0.272905	0	0	10	4
test	H0036	0000100100	0.530703	0.540615	0	0	10	4
test	H0037	0000100101	0.396549	0.310495	0	0	10	4
test	H0038	0000100110	0.448393	0.399425	0	0	10	4
test	H0039	0000100111	0.445335	0.394179	0	0	10	4
test	H0040	0000101000	0.474818	0.444754	0	0	10	4
test	H0041	0000101001	0.492647	0.475336	0	0	10	4
test	H0042	0000101010	0.341843	0.216655	0	0	10	4
test	H0043	0000101011	0.530367	0.540039	0	0	10	4
test	H0044	0000101100	0.525182	0.531145	0	0	10	4
test	H0045	0000101101	0.506082	0.498381	0	0	10	4
test	H0046	0000101110	0.398185	0.313302	0	0	10	4
test	H0047	0000101111	0.549781	0.573340	0	0	10	4
test	H0048	0000110000	0.470540	0.437415	0	0	10	4
test	H0049	0000110001	0.422627	0.355229	0	0	10	4
test	H0050	0000110010	0.231581	0.027520	0	0	10	4
test	H0051	0000110011	0.300400	0.145568	0	0	10	4
test	H0052	0000110100	0.514238	0.512371	0	0	10	4
test	H0053	0000110101	0.476097	0.446947	0	0	10	4
test	H0054	0000110110	0.364204	0.255012	0	0	10	4
test	H0055	0000110111	0.442795	0.389823	0	0	10	4
test	H0056	0000111000	0.364974	0.256334	0	0	10	4
test	H0057	0000111001	0.456823	0.413886	0	0	10	4
test	H0058	0000111010	0.335429	0.205653	0	0	10	4
test	H0059	0000111011	0.583610	0.631368	0	0	10	4
test	H0060	0000111100	0.527439	0.535016	0	0	10	4
test	H0061	0000111101	0.511808	0.508203	0	0	10	4
test	H0062	0000111110	0.439647	0.384423	0	0	10	4
test	H0063	0000111111	0.580349	0.625774	0	0	10	4
test	H0064	0001000000	0.485307	0.462745	0	0	10	4
test	H0065	0001000001	0.528049	0.536063	0	0	10	4
test	H0066	0001000010	0.390497	0.300115	0	0	10	4
test	H0067	0001000011	0.474678	0.444513	0	0	10	4
test	H0068	0001000100	0.501458	0.490449	0	0	10	4
test	H0069	0001000101	0.520186	0.522574	0	0	10	4
test	H0070	0001000110	0.424864	0.359065	0	0	10	4
test	H0071	0001000111	0.485031	0.462271	0	0	10	4
test	H0072	0001001000	0.661268	0.764579	0	0	10	4
test	H0073	0001001001	0.582345	0.629198	0	0	10	4
test	H0074	0001001010	0.459963	0.419273	0	0	10	4
test	H0075	0001001011	0.439959	0.384959	0	0	10	4
test	H0076	0001001100	0.547966	0.570227	0	0	10	4
test	H0077	0001001101	0.432114	0.371501	0	0	10	4
test	H0078	0001001110	0.494094	0.477817	0	0	10	4
test	H0079	0001001111	0.437160	0.380158	0	0	10	4
test	H0080	0001010000	0.529658	0.538822	0	0	10	4
test	H0081	0001010001	0.501238	0.490073	0	0	10	4
test	H0082	0001010010	0.376340	0.275830	0	0	10	4
test	H0083	0001010011	0.345396	0.222751	0	0	10	4
test	H0084	0001010100	0.557441	0.586480	0	0	10	4
test	H0085	0001010101	0.538793	0.554492	0	0	10	4
test	H0086	0001010110	0.448615	0.399806	0	0	10	4
test	H0087	0001010111	0.427443	0.363490	0	0	10	4
test	H0088	0001011000	0.555002	0.582297	0	0	10	4
test	H0089	0001011001	0.593993	0.649179	0	0	10	4
test	H0090	0001011010	0.492619	0.475288	0	0	10	4
test	H0091	0001011011	0.546567	0.567827	0	0	10	4
test	H0092	0001011100	0.553801	0.580235	0	0	10	4
test	H0093	0001011101	0.485311	0.462753	0	0	10	4
test	H0094	0001011110	0.574625	0.615956	0	0	10	4
test	H0095	0001011111	0.521094	0.524132	0	0	10	4
test	H0096	0001100000	0.519484	0.521370	0	0	10	4
test	H0097	0001100001	0.410110	0.333758	0	0	10	4
test	H0098	0001100010	0.403189	0.321885	0	0	10	4
test	H0099	0001100011	0.417843	0.347021	0	0	10	4
test	H0100	0001100100	0.496776	0.482419	0	0	10	4
test	H0101	0001100101	0.363389	0.253615	0	0	10	4
test	H0102	0001100110	0.476680	0.447947	0	0	10	4
test	H0103	0001100111	0.467319	0.431891	0	0	10	4
test	H0104	0001101000	0.567963	0.604529	0	0	10	4
test	H0105	0001101001	0.420679	0.351886	0	0	10	4
test	H0106	0001101010	0.479158	0.452197	0	0	10	4
test	H0107	0001101011	0.473381	0.442289	0	0	10	4
test	H0108	0001101100	0.563555	0.596967	0	0	10	4
test	H0109	0001101101	0.379341	0.280979	0	0	10	4
test	H0110	0001101110	0.514277	0.512438	0	0	10	4
test	H0111	0001101111	0.471571	0.439184	0	0	10	4
test	H0112	0001110000	0.529556	0.538648	0	0	10	4
test	H0113	0001110001	0.406844	0.328154	0	0	10	4
test	H0114	0001110010	0.319262	0.177921	0	0	10	4
test	H0115	0001110011	0.306212	0.155537	0	0	10	4
test	H0116	0001110100	0.518481	0.519651	0	0	10	4
test	H0117	0001110101	0.405541	0.325919	0	0	10	4
test	H0118	0001110110	0.430661	0.369009	0	0	10	4
test	H0119	0001110111	0.427383	0.363386	0	0	10	4
test	H0120	0001111000	0.458411	0.416610	0	0	10	4
test	H0121	0001111001	0.433858	0.374493	0	0	10	4
test	H0122	0001111010	0.473036	0.441696	0	0	10	4
test	H0123	0001111011	0.575626	0.617674	0	0	10	4
test	H0124	0001111100	0.566103	0.601338	1	0	10	4
test	H0125	0001111101	0.434070	0.374856	0	0	10	4
test	H0126	0001111110	0.556031	0.584061	0	0	10	4
test	H0127	0001111111	0.551142	0.575675	0	0	10	4
test	H0128	0010000000	0.581245	0.627311	0	0	10	4
test	H0129	0010000001	0.528763	0.537287	0	0	10	4
test	H0130	0010000010	0.403027	0.321608	0	0	10	4
test	H0131	0010000011	0.431888	0.371113	0	0	10	4
test	H0132	0010000100	0.559246	0.589576	0	0	10	4
test	H0133	0010000101	0.462084	0.422910	0	0	10	4
test	H0134	0010000110	0.480082	0.453783	0	0	10	4
test	H0135	0010000111	0.464263	0.426647	0	0	10	4
test	H0136	0010001000	0.669946	0.779463	0	0	10	4
test	H0137	0010001001	0.698106	0.827767	1	0	10	4
test	H0138	0010001010	0.447825	0.398451	0	0	10	4
test	H0139	0010001011	0.596928	0.654213	0	0	10	4
test	H0140	0010001100	0.521496	0.524822	0	0	10	4
test	H0141	0010001101	0.601500	0.662055	0	0	10	4
test	H0142	0010001110	0.432677	0.372467	0	0	10	4
test	H0143	0010001111	0.633624	0.717158	0	0	10	4
test	H0144	0010010000	0.588375	0.639541	0	0	10	4
test	H0145	0010010001	0.594787	0.650541	0	0	10	4
test	H0146	0010010010	0.356877	0.242445	0	0	10	4
test	H0147	0010010011	0.400670	0.317564	0	0	10	4
test	H0148	0010010100	0.550553	0.574665	0	0	10	4
test	H0149	0010010101	0.438170	0.381890	0	0	10	4
test	H0150	0010010110	0.444386	0.392552	0	0	10	4
test	H0151	0010010111	0.369383	0.263897	0	0	10	4
test	H0152	0010011000	0.559600	0.590184	0	0	10	4
test	H0153	0010011001	0.639690	0.727565	0	0	10	4
test	H0154	0010011010	0.481630	0.456438	0	0	10	4
test	H0155	0010011011	0.638701	0.725868	0	0	10	4
test	H0156	0010011100	0.550872	0.575211	0	0	10	4
test	H0157	0010011101	0.528752	0.537269	0	0	10	4
test	H0158	0010011110	0.541979	0.559957	0	0	10	4
test	H0159	0010011111	0.596840	0.654063	0	0	10	4
test	H0160	0010100000	0.508985	0.503361	0	0	10	4
test	H0161	0010100001	0.363538	0.253870	0	0	10	4
test	H0162	0010100010	0.534261	0.546718	0	0	10	4
test	H0163	0010100011	0.464349	0.426795	0	0	10	4
test	H0164	0010100100	0.546471	0.567662	0	0	10	4
test	H0165	0010100101	0.356343	0.241529	0	0	10	4
test	H0166	0010100110	0.608750	0.674492	0	0	10	4
test	H0167	0010100111	0.494158	0.477927	0	0	10	4
test	H0168	0010101000	0.551684	0.576604	0	0	10	4
test	H0169	0010101001	0.570633	0.609109	0	0	10	4
test	H0170	0010101010	0.534180	0.546579	0	0	10	4
test	H0171	0010101011	0.668265	0.776581	0	0	10	4
test	H0172	0010101100	0.426639	0.362110	0	0	10	4
test	H0173	0010101101	0.497432	0.483544	0	0	10	4
test	H0174	0010101110	0.467407	0.432040	0	0	10	4
test	H0175	0010101111	0.653335	0.750971	0	0	10	4
test	H0176	0010110000	0.481836	0.456792	0	0	10	4
test	H0177	0010110001	0.453106	0.407510	0	0	10	4
test	H0178	0010110010	0.418341	0.347877	0	0	10	4
test	H0179	0010110011	0.450782	0.403524	0	0	10	4
test	H0180	0010110100	0.503500	0.493952	0	0	10	4
test	H0181	0010110101	0.355974	0.240896	0	0	10	4
test	H0182	0010110110	0.503284	0.493582	0	0	10	4
test	H0183	0010110111	0.416929	0.345455	0	0	10	4
test	H0184	0010111000	0.438052	0.381687	0	0	10	4
test	H0185	0010111001	0.513749	0.511532	0	0	10	4
test	H0186	0010111010	0.529207	0.538049	0	0	10	4
test	H0187	0010111011	0.705676	0.840752	0	0	10	4
test	H0188	0010111100	0.452729	0.406862	0	0	10	4
test	H0189	0010111101	0.426215	0.361383	0	0	10	4
