tag	id	haplotype	fitness	fit_norm	local_peak	global_peak	N	K
test	H0000	0000000000	0.493388	0.427167	0	0	10	0
test	H0001	0000000001	0.447313	0.264163	0	0	10	0
test	H0002	0000000010	0.509166	0.482989	0	0	10	0
test	H0003	0000000011	0.463091	0.319985	0	0	10	0
test	H0004	0000000100	0.479363	0.377552	0	0	10	0
test	H0005	0000000101	0.433289	0.214548	0	0	10	0
test	H0006	0000000110	0.495142	0.433373	0	0	10	0
test	H0007	0000000111	0.449067	0.270369	0	0	10	0
test	H0008	0000001000	0.504469	0.466371	0	0	10	0
test	H0009	0000001001	0.458394	0.303367	0	0	10	0
test	H0010	0000001010	0.520247	0.522193	0	0	10	0
test	H0011	0000001011	0.474173	0.359189	0	0	10	0
test	H0012	0000001100	0.490445	0.416756	0	0	10	0
test	H0013	0000001101	0.444370	0.253752	0	0	10	0
test	H0014	0000001110	0.506223	0.472577	0	0	10	0
test	H0015	0000001111	0.460148	0.309573	0	0	10	0
test	H0016	0000010000	0.546160	0.613867	0	0	10	0
test	H0017	0000010001	0.500086	0.450863	0	0	10	0
test	H0018	0000010010	0.561939	0.669689	0	0	10	0
test	H0019	0000010011	0.515864	0.506685	0	0	10	0
test	H0020	0000010100	0.532136	0.564252	0	0	10	0
test	H0021	0000010101	0.486061	0.401248	0	0	10	0
test	H0022	0000010110	0.547915	0.620074	0	0	10	0
test	H0023	0000010111	0.501840	0.457070	0	0	10	0
test	H0024	0000011000	0.557242	0.653071	0	0	10	0
test	H0025	0000011001	0.511167	0.490067	0	0	10	0
test	H0026	0000011010	0.573020	0.708893	0	0	10	0
test	H0027	0000011011	0.526945	0.545889	0	0	10	0
test	H0028	0000011100	0.543217	0.603456	0	0	10	0
test	H0029	0000011101	0.497143	0.440452	0	0	10	0
test	H0030	0000011110	0.558996	0.659277	0	0	10	0
test	H0031	0000011111	0.512921	0.496273	0	0	10	0
test	H0032	0000100000	0.510723	0.488498	0	0	10	0
test	H0033	0000100001	0.464649	0.325494	0	0	10	0
test	H0034	0000100010	0.526502	0.544320	0	0	10	0
test	H0035	0000100011	0.480427	0.381316	0	0	10	0
test	H0036	0000100100	0.496699	0.438883	0	0	10	0
test	H0037	0000100101	0.450624	0.275879	0	0	10	0
test	H0038	0000100110	0.512478	0.494704	0	0	10	0
test	H0039	0000100111	0.466403	0.331700	0	0	10	0
test	H0040	0000101000	0.521805	0.527702	0	0	10	0
test	H0041	0000101001	0.475730	0.364698	0	0	10	0
test	H0042	0000101010	0.537583	0.583524	0	0	10	0
test	H0043	0000101011	0.491509	0.420520	0	0	10	0
test	H0044	0000101100	0.507781	0.478087	0	0	10	0
test	H0045	0000101101	0.461706	0.315083	0	0	10	0
test	H0046	0000101110	0.523559	0.533908	0	0	10	0
test	H0047	0000101111	0.477484	0.370904	0	0	10	0
test	H0048	0000110000	0.563496	0.675198	0	0	10	0
test	H0049	0000110001	0.517421	0.512194	0	0	10	0
test	H0050	0000110010	0.579275	0.731020	0	0	10	0
test	H0051	0000110011	0.533200	0.568016	0	0	10	0
test	H0052	0000110100	0.549472	0.625583	0	0	10	0
test	H0053	0000110101	0.503397	0.462579	0	0	10	0
test	H0054	0000110110	0.565250	0.681405	0	0	10	0
test	H0055	0000110111	0.519176	0.518400	0	0	10	0
test	H0056	0000111000	0.574577	0.714402	0	0	10	0
test	H0057	0000111001	0.528503	0.551398	0	0	10	0
test	H0058	0000111010	0.590356	0.770224	0	0	10	0
test	H0059	0000111011	0.544281	0.607220	0	0	10	0
test	H0060	0000111100	0.560553	0.664787	0	0	10	0
test	H0061	0000111101	0.514478	0.501783	0	0	10	0
test	H0062	0000111110	0.576332	0.720608	0	0	10	0
test	H0063	0000111111	0.530257	0.557604	0	0	10	0
test	H0064	0001000000	0.537733	0.584052	0	0	10	0
test	H0065	0001000001	0.491658	0.421048	0	0	10	0
test	H0066	0001000010	0.553511	0.639874	0	0	10	0
test	H0067	0001000011	0.507437	0.476870	0	0	10	0
test	H0068	0001000100	0.523708	0.534437	0	0	10	0
test	H0069	0001000101	0.477634	0.371433	0	0	10	0
test	H0070	0001000110	0.539487	0.590258	0	0	10	0
test	H0071	0001000111	0.493412	0.427254	0	0	10	0
test	H0072	0001001000	0.548814	0.623256	0	0	10	0
test	H0073	0001001001	0.502739	0.460252	0	0	10	0
test	H0074	0001001010	0.564593	0.679078	0	0	10	0
test	H0075	0001001011	0.518518	0.516074	0	0	10	0
test	H0076	0001001100	0.534790	0.573641	0	0	10	0
test	H0077	0001001101	0.488715	0.410637	0	0	10	0
test	H0078	0001001110	0.550568	0.629462	0	0	10	0
test	H0079	0001001111	0.504494	0.466458	0	0	10	0
test	H0080	0001010000	0.590505	0.770752	0	0	10	0
test	H0081	0001010001	0.544431	0.607748	0	0	10	0
test	H0082	0001010010	0.606284	0.826574	0	0	10	0
test	H0083	0001010011	0.560209	0.663570	0	0	10	0
test	H0084	0001010100	0.576481	0.721137	0	0	10	0
test	H0085	0001010101	0.530406	0.558133	0	0	10	0
test	H0086	0001010110	0.592260	0.776958	0	0	10	0
test	H0087	0001010111	0.546185	0.613954	0	0	10	0
test	H0088	0001011000	0.601587	0.809956	0	0	10	0
test	H0089	0001011001	0.555512	0.646952	0	0	10	0
test	H0090	0001011010	0.617365	0.865778	0	0	10	0
test	H0091	0001011011	0.571291	0.702774	0	0	10	0
test	H0092	0001011100	0.587562	0.760341	0	0	10	0
test	H0093	0001011101	0.541488	0.597337	0	0	10	0
test	H0094	0001011110	0.603341	0.816162	0	0	10	0
test	H0095	0001011111	0.557266	0.653158	0	0	10	0
test	H0096	0001100000	0.555069	0.645383	0	0	10	0
test	H0097	0001100001	0.508994	0.482379	0	0	10	0
test	H0098	0001100010	0.570847	0.701205	0	0	10	0
test	H0099	0001100011	0.524772	0.538201	0	0	10	0
test	H0100	0001100100	0.541044	0.595768	0	0	10	0
test	H0101	0001100101	0.494970	0.432764	0	0	10	0
test	H0102	0001100110	0.556823	0.651589	0	0	10	0
test	H0103	0001100111	0.510748	0.488585	0	0	10	0
test	H0104	0001101000	0.566150	0.684587	0	0	10	0
test	H0105	0001101001	0.520075	0.521583	0	0	10	0
test	H0106	0001101010	0.581928	0.740408	0	0	10	0
test	H0107	0001101011	0.535854	0.577404	0	0	10	0
test	H0108	0001101100	0.552126	0.634972	0	0	10	0
test	H0109	0001101101	0.506051	0.471968	0	0	10	0
test	H0110	0001101110	0.567904	0.690793	0	0	10	0
test	H0111	0001101111	0.521829	0.527789	0	0	10	0
test	H0112	0001110000	0.607841	0.832083	0	0	10	0
test	H0113	0001110001	0.561766	0.669079	0	0	10	0
test	H0114	0001110010	0.623620	0.887905	0	0	10	0
test	H0115	0001110011	0.577545	0.724901	0	0	10	0
test	H0116	0001110100	0.593817	0.782468	0	0	10	0
test	H0117	0001110101	0.547742	0.619464	0	0	10	0
test	H0118	0001110110	0.609595	0.838289	0	0	10	0
test	H0119	0001110111	0.563521	0.675285	0	0	10	0
test	H0120	0001111000	0.618923	0.871287	0	0	10	0
test	H0121	0001111001	0.572848	0.708283	0	0	10	0
test	H0122	0001111010	0.634701	0.927109	0	0	10	0
test	H0123	0001111011	0.588626	0.764105	0	0	10	0
test	H0124	0001111100	0.604898	0.821672	0	0	10	0
test	H0125	0001111101	0.558824	0.658668	0	0	10	0
test	H0126	0001111110	0.620677	0.877493	0	0	10	0
test	H0127	0001111111	0.574602	0.714489	0	0	10	0
test	H0128	0010000000	0.497364	0.441235	0	0	10	0
test	H0129	0010000001	0.451289	0.278231	0	0	10	0
test	H0130	0010000010	0.513143	0.497057	0	0	10	0
test	H0131	0010000011	0.467068	0.334053	0	0	10	0
test	H0132	0010000100	0.483340	0.391620	0	0	10	0
test	H0133	0010000101	0.437265	0.228616	0	0	10	0
test	H0134	0010000110	0.499118	0.447441	0	0	10	0
test	H0135	0010000111	0.453044	0.284437	0	0	10	0
