tag	id	haplotype	fitness	fit_norm	local_peak	global_peak	N	K
test	H0000	0000000000	0.449019	0.332936	0	0	10	1
test	H0001	0000000001	0.460276	0.360881	0	0	10	1
test	H0002	0000000010	0.486471	0.425906	0	0	10	1
test	H0003	0000000011	0.497728	0.453851	0	0	10	1
test	H0004	0000000100	0.377270	0.154830	0	0	10	1
test	H0005	0000000101	0.388528	0.182775	0	0	10	1
test	H0006	0000000110	0.414723	0.247800	0	0	10	1
test	H0007	0000000111	0.425980	0.275745	0	0	10	1
test	H0008	0000001000	0.513467	0.492920	0	0	10	1
test	H0009	0000001001	0.524724	0.520866	0	0	10	1
test	H0010	0000001010	0.550919	0.585891	0	0	10	1
test	H0011	0000001011	0.562176	0.613836	0	0	10	1
test	H0012	0000001100	0.441719	0.314815	0	0	10	1
test	H0013	0000001101	0.452976	0.342760	0	0	10	1
test	H0014	0000001110	0.479171	0.407785	0	0	10	1
test	H0015	0000001111	0.490428	0.435730	0	0	10	1
test	H0016	0000010000	0.429141	0.283592	0	0	10	1
test	H0017	0000010001	0.485701	0.423997	0	0	10	1
test	H0018	0000010010	0.466593	0.376562	0	0	10	1
test	H0019	0000010011	0.523154	0.516967	0	0	10	1
test	H0020	0000010100	0.396712	0.203090	0	0	10	1
test	H0021	0000010101	0.453272	0.343494	0	0	10	1
test	H0022	0000010110	0.434164	0.296060	0	0	10	1
test	H0023	0000010111	0.490724	0.436465	0	0	10	1
test	H0024	0000011000	0.493589	0.443577	0	0	10	1
test	H0025	0000011001	0.550150	0.583981	0	0	10	1
test	H0026	0000011010	0.531041	0.536547	0	0	10	1
test	H0027	0000011011	0.587602	0.676951	0	0	10	1
test	H0028	0000011100	0.461160	0.363075	0	0	10	1
test	H0029	0000011101	0.517720	0.503479	0	0	10	1
test	H0030	0000011110	0.498612	0.456045	0	0	10	1
test	H0031	0000011111	0.555172	0.596449	0	0	10	1
test	H0032	0000100000	0.477891	0.404607	0	0	10	1
test	H0033	0000100001	0.489148	0.432553	0	0	10	1
test	H0034	0000100010	0.551282	0.586791	0	0	10	1
test	H0035	0000100011	0.562539	0.614737	0	0	10	1
test	H0036	0000100100	0.406143	0.226502	0	0	10	1
test	H0037	0000100101	0.417400	0.254447	0	0	10	1
test	H0038	0000100110	0.479534	0.408686	0	0	10	1
test	H0039	0000100111	0.490791	0.436631	0	0	10	1
test	H0040	0000101000	0.542339	0.564592	0	0	10	1
test	H0041	0000101001	0.553596	0.592538	0	0	10	1
test	H0042	0000101010	0.615730	0.746776	0	0	10	1
test	H0043	0000101011	0.626987	0.774721	0	0	10	1
test	H0044	0000101100	0.470591	0.386486	0	0	10	1
test	H0045	0000101101	0.481848	0.414432	0	0	10	1
test	H0046	0000101110	0.543982	0.568670	0	0	10	1
test	H0047	0000101111	0.555239	0.596616	0	0	10	1
test	H0048	0000110000	0.458013	0.355264	0	0	10	1
test	H0049	0000110001	0.514574	0.495668	0	0	10	1
test	H0050	0000110010	0.531404	0.537448	0	0	10	1
test	H0051	0000110011	0.587965	0.677852	0	0	10	1
test	H0052	0000110100	0.425584	0.274762	0	0	10	1
test	H0053	0000110101	0.482144	0.415166	0	0	10	1
test	H0054	0000110110	0.498975	0.456946	0	0	10	1
test	H0055	0000110111	0.555535	0.597350	0	0	10	1
test	H0056	0000111000	0.522461	0.515249	0	0	10	1
test	H0057	0000111001	0.579022	0.655653	0	0	10	1
test	H0058	0000111010	0.595852	0.697433	0	0	10	1
test	H0059	0000111011	0.652413	0.837837	0	0	10	1
test	H0060	0000111100	0.490032	0.434747	0	0	10	1
test	H0061	0000111101	0.546592	0.575151	0	0	10	1
test	H0062	0000111110	0.563423	0.616931	0	0	10	1
test	H0063	0000111111	0.619983	0.757335	0	0	10	1
test	H0064	0001000000	0.386647	0.178106	0	0	10	1
test	H0065	0001000001	0.397904	0.206051	0	0	10	1
test	H0066	0001000010	0.424099	0.271076	0	0	10	1
test	H0067	0001000011	0.435356	0.299021	0	0	10	1
test	H0068	0001000100	0.314899	0.000000	0	0	10	1
test	H0069	0001000101	0.326156	0.027945	0	0	10	1
test	H0070	0001000110	0.352351	0.092970	0	0	10	1
test	H0071	0001000111	0.363608	0.120915	0	0	10	1
test	H0072	0001001000	0.451095	0.338091	0	0	10	1
test	H0073	0001001001	0.462353	0.366036	0	0	10	1
test	H0074	0001001010	0.488547	0.431061	0	0	10	1
test	H0075	0001001011	0.499805	0.459006	0	0	10	1
