tag	id	haplotype	fitness	fit_norm	local_peak	global_peak	N	K
test	H0000	0000000000	0.482185	0.455043	0	0	10	3
test	H0001	0000000001	0.438627	0.377432	0	0	10	3
test	H0002	0000000010	0.454045	0.404904	0	0	10	3
test	H0003	0000000011	0.415389	0.336028	0	0	10	3
test	H0004	0000000100	0.595030	0.656106	0	0	10	3
test	H0005	0000000101	0.612657	0.687514	0	0	10	3
test	H0006	0000000110	0.562793	0.598668	0	0	10	3
test	H0007	0000000111	0.619335	0.699413	0	0	10	3
test	H0008	0000001000	0.450565	0.398704	0	0	10	3
test	H0009	0000001001	0.407007	0.321093	0	0	10	3
test	H0010	0000001010	0.457676	0.411374	0	0	10	3
test	H0011	0000001011	0.419020	0.342497	0	0	10	3
test	H0012	0000001100	0.528023	0.536715	0	0	10	3
test	H0013	0000001101	0.545650	0.568123	0	0	10	3
test	H0014	0000001110	0.531037	0.542085	0	0	10	3
test	H0015	0000001111	0.587579	0.642830	0	0	10	3
test	H0016	0000010000	0.436636	0.373885	0	0	10	3
test	H0017	0000010001	0.308570	0.145702	0	0	10	3
test	H0018	0000010010	0.413971	0.333503	0	0	10	3
test	H0019	0000010011	0.290807	0.114053	0	0	10	3
test	H0020	0000010100	0.562515	0.598172	0	0	10	3
test	H0021	0000010101	0.495635	0.479007	0	0	10	3
test	H0022	0000010110	0.495203	0.478239	0	0	10	3
test	H0023	0000010111	0.467238	0.428411	0	0	10	3
test	H0024	0000011000	0.405016	0.317546	0	0	10	3
test	H0025	0000011001	0.276950	0.089362	0	0	10	3
test	H0026	0000011010	0.417602	0.339972	0	0	10	3
test	H0027	0000011011	0.294438	0.120523	0	0	10	3
test	H0028	0000011100	0.495508	0.478781	0	0	10	3
test	H0029	0000011101	0.428628	0.359616	0	0	10	3
test	H0030	0000011110	0.463447	0.421656	0	0	10	3
test	H0031	0000011111	0.435482	0.371829	0	0	10	3
test	H0032	0000100000	0.508826	0.502511	0	0	10	3
test	H0033	0000100001	0.409807	0.326082	0	0	10	3
test	H0034	0000100010	0.550962	0.577587	0	0	10	3
test	H0035	0000100011	0.456844	0.409891	0	0	10	3
test	H0036	0000100100	0.533049	0.545670	0	0	10	3
test	H0037	0000100101	0.567676	0.607367	0	0	10	3
test	H0038	0000100110	0.494862	0.477630	0	0	10	3
test	H0039	0000100111	0.568403	0.608664	0	0	10	3
test	H0040	0000101000	0.492975	0.474268	0	0	10	3
test	H0041	0000101001	0.393955	0.297838	0	0	10	3
test	H0042	0000101010	0.570361	0.612152	0	0	10	3
test	H0043	0000101011	0.476243	0.444456	0	0	10	3
test	H0044	0000101100	0.555773	0.586160	0	0	10	3
test	H0045	0000101101	0.590400	0.647857	0	0	10	3
test	H0046	0000101110	0.552837	0.580929	0	0	10	3
test	H0047	0000101111	0.626379	0.711962	0	0	10	3
test	H0048	0000110000	0.396051	0.301572	0	0	10	3
test	H0049	0000110001	0.242647	0.028244	0	0	10	3
test	H0050	0000110010	0.443662	0.386404	0	0	10	3
test	H0051	0000110011	0.295161	0.121810	0	0	10	3
test	H0052	0000110100	0.433307	0.367955	0	0	10	3
test	H0053	0000110101	0.413551	0.332753	0	0	10	3
test	H0054	0000110110	0.360046	0.237420	0	0	10	3
test	H0055	0000110111	0.379204	0.271555	0	0	10	3
test	H0056	0000111000	0.380199	0.273328	0	0	10	3
test	H0057	0000111001	0.226796	0.000000	0	0	10	3
test	H0058	0000111010	0.463061	0.420969	0	0	10	3
test	H0059	0000111011	0.314560	0.156375	0	0	10	3
test	H0060	0000111100	0.456032	0.408444	0	0	10	3
test	H0061	0000111101	0.436275	0.373243	0	0	10	3
test	H0062	0000111110	0.418021	0.340718	0	0	10	3
test	H0063	0000111111	0.437179	0.374853	0	0	10	3
test	H0064	0001000000	0.404149	0.316001	0	0	10	3
test	H0065	0001000001	0.508249	0.501483	0	0	10	3
test	H0066	0001000010	0.362002	0.240905	0	0	10	3
test	H0067	0001000011	0.471004	0.435121	0	0	10	3
test	H0068	0001000100	0.468604	0.430844	0	0	10	3
test	H0069	0001000101	0.444199	0.387361	0	0	10	3
test	H0070	0001000110	0.427563	0.357719	0	0	10	3
test	H0071	0001000111	0.442073	0.383573	0	0	10	3
test	H0072	0001001000	0.362896	0.242497	0	0	10	3
test	H0073	0001001001	0.466996	0.427979	0	0	10	3
test	H0074	0001001010	0.350993	0.221290	0	0	10	3
test	H0075	0001001011	0.459995	0.415506	0	0	10	3
test	H0076	0001001100	0.391963	0.294289	0	0	10	3
test	H0077	0001001101	0.367559	0.250806	0	0	10	3
test	H0078	0001001110	0.381167	0.275052	0	0	10	3
test	H0079	0001001111	0.395677	0.300906	0	0	10	3
test	H0080	0001010000	0.414987	0.335311	0	0	10	3
test	H0081	0001010001	0.441416	0.382402	0	0	10	3
test	H0082	0001010010	0.478941	0.449263	0	0	10	3
test	H0083	0001010011	0.510272	0.505087	0	0	10	3
test	H0084	0001010100	0.552359	0.580076	0	0	10	3
test	H0085	0001010101	0.450283	0.398201	0	0	10	3
test	H0086	0001010110	0.509782	0.504215	0	0	10	3
