Variants	Fitness
VDGV	1.0
ADGV	0.0619096557142
CDGV	0.242237277886
DDGV	0.00647208961971
EDGV	0.0327191845926
FDGV	0.377100728425
GDGV	0.00829790573568
HDGV	0.0264798489707
IDGV	1.4459050863
KDGV	0.0201606557734
LDGV	1.69016355375
MDGV	1.17054988281
NDGV	0.0116278958495
PDGV	0.00894644046029
QDGV	0.102672417647
RDGV	0.0172018642765
SDGV	0.0343121087361
TDGV	0.246551701455
VAGV	2.40124349574
VCGV	1.83818718188
VDAV	0.120576126726
VDCV	0.0607126195004
VDDV	0.00595378718971
VDEV	0.00643456626514
VDFV	0.0670220937213
VDGA	1.37294933339
VDGC	1.41393590647
VDGD	0.0315419914958
VDGE	0.0353071305266
VDGF	0.820788193905
VDGG	0.265820485664
VDGH	0.161839956365
VDGI	0.377105030763
VDGK	0.007655337403
VDGL	0.380472898221
VDGM	0.585648853727
VDGN	0.225092059946
VDGP	0.00755619465913
VDGQ	0.124301623761
VDGR	0.00616756669599
VDGS	0.495759851542
VDGT	0.615188984875
VDGW	0.699995429038
VDGY	0.0285262579339
VDHV	0.0043470085562
VDIV	0.00342405539668
VDKV	0.00407538712684
VDLV	0.00977006063242
VDMV	0.0131103160049
VDNV	0.0057462076598
VDPV	0.00490471616607
VDQV	0.00417937533459
VDRV	0.00435243639048
VDSV	0.0138843009535
VDTV	0.00410704837872
VDVV	0.0159886265123
VDWV	0.00752123766976
VDYV	0.0137144740659
VEGV	0.86093066353
VFGV	3.05454865106
VGGV	0.864025848061
VHGV	3.08116580765
VIGV	1.79171333093
VKGV	1.13788477532
VLGV	0.907305261163
VMGV	1.09352879961
VNGV	1.80292279874
VPGV	0.402165979344
VQGV	1.11389363844
VRGV	1.64547164894
VSGV	2.16359335977
VTGV	1.16546536279
VVGV	1.94766786803
VWGV	3.90146075608
VYGV	3.89146109067
WDGV	0.0103969491584
YDGV	0.0720225131902
AAGV	0.274083334811
ACGV	0.24916666801
ADDV	0.0
ADFV	0.109633333924
ADGA	0.120596667317
ADGC	0.356308335254
ADGE	0.0171302084257
ADGF	0.386941178557
ADGG	0.0228402779009
ADGH	0.0328900001773
ADGL	0.114201389505
ADGM	0.25124305691
ADGN	0.0
ADGP	0.00622916670025
ADGQ	0.0
ADGR	0.0
ADGS	0.0401097563138
ADGT	0.0243629630943
ADGY	0.0
ADLV	0.0
ADNV	0.0274083334811
ADPV	0.0
ADRV	0.0
ADVV	0.0
AEGV	0.0161225491065
AFGV	0.982388582076
AGGV	0.042166666894
AHGV	0.60037301911
AIGV	0.141878432138
AKGV	0.103226191033
ALGV	0.0685208337028
AMGV	0.0875543986202
ANGV	0.200006757835
APGV	0.00945114947625
AQGV	0.0522063494878
ARGV	0.165200914133
ASGV	0.21083333447
ATGV	0.0761342596698
AVGV	0.141072304682
AWGV	0.657800003547
AYGV	1.70408334252
CAGV	1.24942493166
CCGV	0.58568086908
CDAV	0.0230885417912
CDCV	0.0168493853367
CDDV	0.00365444446415
CDEV	0.014128006949
CDFV	0.229746324768
CDGA	0.197766717633
CDGC	0.574303482478
CDGE	0.0116777360696
CDGF	0.425703903004
CDGG	0.0298897463889
CDGH	0.0284078696349
CDGI	0.120697248357
CDGK	0.132341029737
CDGL	0.198017052159
CDGM	0.60859929801
CDGN	0.0597768758057
CDGP	0.00835455592836
CDGQ	0.0325183617573
CDGR	0.00626009602846
CDGS	0.112336877023
CDGT	0.161808233804
CDGW	0.236904838291
CDGY	0.0559075459067
CDHV	0.0016814928516
CDIV	0.0123879473361
CDKV	0.00206077695347
CDLV	0.0354873739287
CDMV	0.0215292045471
CDNV	0.0014128006949
CDPV	0.00587321431738
CDQV	0.00388770687675
CDRV	0.00540680326638
CDSV	0.00723652369138
CDTV	0.00312642587237
CDVV	0.0145186262626
CDWV	0.00386032865931
CDYV	0.0116631206303
CEGV	0.172117808468
CFGV	2.9257530725
CGGV	0.163337485506
CHGV	2.1520900954
CIGV	1.17241099352
CKGV	0.504541738831
CLGV	0.319605527514
CMGV	0.36663759526
CNGV	0.663846926041
CPGV	0.0660736610705
CQGV	0.401353335497
CRGV	0.73881540853
CSGV	1.00204197435
CTGV	0.479809370129
CVGV	1.30463211325
CWGV	2.46026283378
CYGV	4.07312564853
DAGV	0.0391547621159
DCGV	0.0649144740342
DDAV	0.0
DDCV	0.0
DDDV	0.0
DDEV	0.0
DDFV	0.0124583334005
DDGA	0.0100274390785
DDGC	0.0161225491065
DDGE	0.0109633333924
DDGF	0.0
DDGG	0.0
DDGH	0.0195773810579
DDGI	0.021083333447
DDGK	0.0
DDGL	0.0486690033777
DDGM	0.11991145898
DDGN	0.0
DDGP	0.0
DDGQ	0.0074076576976
DDGR	0.0
DDGS	0.00934375005038
DDGT	0.00365444446415
DDGW	0.0105416667235
DDGY	0.0
DDHV	0.0
DDIV	0.0
DDKV	0.0
DDLV	0.00571006947523
DDMV	0.0
DDNV	0.0
DDPV	0.0
DDRV	0.0
DDSV	0.0
DDTV	0.0
DDVV	0.0
DDWV	0.0
DDYV	0.0
DEGV	0.0132620968457
DFGV	0.0509750676603
DGGV	0.0106785714861
DHGV	0.23753889017
DIGV	0.0195773810579
DKGV	0.0204709544672
DLGV	0.0101244503624
DMGV	0.00830555560034
DNGV	0.0218751957361
DPGV	0.00559353744512
DQGV	0.00856510421285
DRGV	0.032942708511
DSGV	0.0546250002945
DTGV	0.015226851934
DVGV	0.0446654323396
DWGV	0.0413710694055
DYGV	0.216147020136
EAGV	0.517661610436
ECGV	0.532414753828
EDAV	0.00822764232078
EDCV	0.0193263889931
EDDV	0.00369135804459
EDEV	0.0
EDFV	0.012601532635
EDGA	0.0630157410805
EDGC	0.288119947645
EDGE	0.00572331789629
EDGF	0.179983879263
EDGG	0.00725765839843
EDGH	0.00651545169915
EDGI	0.0708225671347
EDGK	0.00308826292745
EDGL	0.198273050714
EDGM	0.130943794617
EDGN	0.00672138968202
EDGP	0.00306238362917
EDGQ	0.00409079604196
EDGR	0.00355952382872
EDGS	0.0216489072205
EDGT	0.0155491815685
EDGW	0.0171302084257
EDGY	0.00532775380842
EDHV	0.00153979401579
EDIV	0.00571006947523
EDKV	0.0
EDLV	0.0235342361463
EDMV	0.00293660715869
EDNV	0.00286998256347
EDPV	0.00271369638427
EDQV	0.00772065731862
EDRV	0.00273059362203
EDSV	0.00159042554049
EDTV	0.00091057586316
EDVV	0.00416962476893
EDWV	0.00363024284518
EDYV	0.00634452163915
EEGV	0.160586271057
EFGV	0.623095926621
EGGV	0.0544098642389
EHGV	1.28148537925
EIGV	0.313378436576
